"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"1808","EAU CLAIRE ","WI ",4,4,"PFFS ",14371,1256,0.0873982325516666
"1809","FOND DU LAC ","WI ",5,5,"PFFS ",16984,1368,0.0805463966085728
"1810","GREEN LAKE ","WI ",4,4,"PFFS ",4131,405,0.0980392156862745
"1811","KENOSHA ","WI ",1,1,"PFFS ",20504,232,0.0113148653921186
"1812","KEWAUNEE ","WI ",2,2,"PFFS ",3577,245,0.0684931506849315
"1813","LA CROSSE ","WI ",5,1,"PFFS ",16481,4876,0.295855833990656
"1814","LANGLADE ","WI ",4,3,"PFFS ",4461,356,0.0798027348128222
"1815","MANITOWOC ","WI ",4,2,"PFFS ",15165,990,0.0652818991097923
"1816","MARATHON ","WI ",3,3,"PFFS ",18783,2778,0.1478996965341
"1817","MARINETTE ","WI ",3,3,"PFFS ",9679,522,0.0539311912387643
"1818","MILWAUKEE ","WI ",5,2,"PFFS ",136772,11444,0.0836720966279648
"1819","OCONTO ","WI ",3,3,"PFFS ",6146,671,0.109176700292873
"1820","OUTAGAMIE ","WI ",6,6,"PFFS ",23607,4021,0.170330834074639
"1821","OZAUKEE ","WI ",3,3,"PFFS ",13318,1162,0.0872503378885719
"1822","PEPIN ","WI ",3,3,"PFFS ",1442,63,0.0436893203883495
"1823","PRICE ","WI ",3,3,"PFFS ",3400,352,0.103529411764706
"1824","RACINE ","WI ",4,3,"PFFS ",30464,1873,0.0614824054621849
"1825","SAUK ","WI ",2,2,"PFFS ",9782,240,0.0245348599468411
"1826","SAWYER ","WI ",3,3,"PFFS ",3516,233,0.0662684869169511
"1827","SHAWANO ","WI ",4,3,"PFFS ",7551,1501,0.198781618328698
"1828","SHEBOYGAN ","WI ",5,3,"PFFS ",18451,1427,0.0773399815728145
"1829","TREMPEALEAU ","WI ",6,3,"PFFS ",5496,1189,0.216339155749636
"1830","VILAS ","WI ",2,2,"PFFS ",5911,341,0.0576890543055321
"1831","WASHBURN ","WI ",4,3,"PFFS ",4687,166,0.0354171111585236
"1832","WAUKESHA ","WI ",3,2,"PFFS ",55997,4253,0.0759504973480722
"1833","WAUPACA ","WI ",6,5,"PFFS ",11225,1262,0.112427616926503
"1834","WAUSHARA ","WI ",5,4,"PFFS ",4818,516,0.107098381070984
"1835","BRAXTON ","WV ",1,1,"HCPP ",2884,57,0.0197642163661581
"1836","BROOKE ","WV ",4,4,"HCPP ",4495,1289,0.286763070077864
"1837","CABELL ","WV ",3,1,"HCPP ",21202,436,0.0205640977266296
"1838","DODDRIDGE ","WV ",0,0,"HCPP ",1003,0,0
"1839","GREENBRIER ","WV ",2,1,"HCPP ",8151,440,0.0539811066126856
"1840","HARDY ","WV ",0,0,"HCPP ",2419,0,0
"1841","KANAWHA ","WV ",3,1,"HCPP ",41918,912,0.0217567632043514
"1842","MINGO ","WV ",1,1,"HCPP ",6786,1161,0.171087533156499
"1843","MONONGALIA ","WV ",1,1,"HCPP ",10308,290,0.0281334885525805
"1844","PLEASANTS ","WV ",0,0,"HCPP ",1435,0,0
"1845","PRESTON ","WV ",1,1,"HCPP ",5687,121,0.0212765957446809
"1846","RALEIGH ","WV ",2,1,"HCPP ",16929,2092,0.123574930592474
"1847","RITCHIE ","WV ",1,1,"HCPP ",2139,20,0.00935016362786349
"1848","SUMMERS ","WV ",2,2,"HCPP ",2898,278,0.095928226363009
"1849","TUCKER ","WV ",1,1,"HCPP ",1574,20,0.0127064803049555
"1850","WETZEL ","WV ",2,2,"DEMP ",4251,260,0.0611620795107034
"1851","WIRT ","WV ",0,0,"HCPP ",1179,0,0
"1852","CONVERSE ","WY ",0,0,"HMO ",1806,0,0
"1853","GOSHEN ","WY ",0,0,"HMO ",2493,0,0
"1854","HOT SPRINGS ","WY ",0,0,"HCPP ",1198,0,0
"1855","LARAMIE ","WY ",2,1,"COST ",12356,487,0.0394140498543218
"1856","NATRONA ","WY ",0,0,"HCPP ",10563,0,0
"1857","NIOBRARA ","WY ",0,0,"HMO ",538,0,0
"1858","SUBLETTE ","WY ",0,0,"HCPP ",896,0,0
"1859","SWEETWATER ","WY ",2,2,"HCPP ",4026,184,0.0457029309488326
"1860","UINTA ","WY ",1,1,"HCPP ",2006,62,0.0309072781655035
"1861","WASHAKIE ","WY ",0,0,"HCPP ",1554,0,0
"1862","WESTON ","WY ",0,0,"HCPP ",1295,0,0
