"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"718","TRIMBLE ","KY ",0,0,"HCPP ",1297,0,0
"719","WOLFE ","KY ",0,0,"HCPP ",1653,0,0
"720","ACADIA ","LA ",2,1,"HMO ",9537,94,0.00985634895669498
"721","ASCENSION ","LA ",6,4,"HCPP ",9293,1992,0.214354890778005
"722","ASSUMPTION ","LA ",3,2,"HMO ",3549,54,0.0152155536770921
"723","AVOYELLES ","LA ",4,2,"DEMC ",7615,149,0.0195666447800394
"724","BEAUREGARD ","LA ",1,0,"PFFS ",5402,17,0.00314698259903739
"725","BIENVILLE ","LA ",1,1,"PFFS ",3128,38,0.0121483375959079
"726","BOSSIER ","LA ",5,2,"HCPP ",13682,314,0.0229498611314135
"727","CADDO ","LA ",5,2,"DEMC ",41033,922,0.0224697194940658
"728","CALCASIEU ","LA ",4,0,"HMO ",28582,213,0.00745224267021202
"729","CAMERON ","LA ",5,2,"HMO ",829,1381,1.66586248492159
"730","CATAHOULA ","LA ",0,0,"DEMC ",2192,0,0
"731","CLAIBORNE ","LA ",5,3,"PFFS ",2906,806,0.277357192016518
"732","CONCORDIA ","LA ",1,0,"HMO ",3729,17,0.00455886296594261
"733","EAST BATON ROUGE ","LA ",6,4,"HCPP ",53483,8614,0.161060523904792
"734","EAST CARROLL ","LA ",0,0,"HMO ",1469,0,0
"735","EAST FELICIANA ","LA ",4,3,"HMO ",3204,255,0.0795880149812734
"736","EVANGELINE ","LA ",1,0,"HMO ",6361,29,0.00455903159880522
"737","IBERIA ","LA ",3,0,"HMO ",11520,99,0.00859375
"738","IBERVILLE ","LA ",4,3,"DEMC ",5079,894,0.176018901358535
"739","JEFFERSON DAVIS ","LA ",1,1,"PFFS ",5342,28,0.00524148259078997
"740","LAFOURCHE ","LA ",4,0,"DEMC ",13243,139,0.010496111153062
"741","MOREHOUSE ","LA ",0,0,"HMO ",5920,0,0
"742","NATCHITOCHES ","LA ",3,1,"DEMC ",6068,105,0.0173038892551088
"743","ORLEANS ","LA ",11,7,"HCPP ",41903,15672,0.374006634369854
"744","PLAQUEMINES ","LA ",3,3,"DEMP ",2872,1238,0.431058495821727
"745","POINTE COUPEE ","LA ",5,4,"DEMC ",3826,360,0.0940930475692629
"746","RAPIDES ","LA ",4,0,"DEMC ",22697,201,0.00885579592016566
"747","RED RIVER ","LA ",2,2,"DEMC ",1539,30,0.0194931773879142
"748","SABINE ","LA ",2,1,"PFFS ",4507,83,0.018415797648103
"749","SAINT BERNARD ","LA ",2,2,"HMO ",6286,2172,0.345529748647789
"750","SAINT CHARLES ","LA ",12,6,"HMO ",5998,11766,1.96165388462821
"751","SAINT HELENA ","LA ",3,3,"HMO ",1124,91,0.0809608540925267
"752","SAINT JAMES ","LA ",2,1,"DEMC ",3410,42,0.012316715542522
"753","SAINT LANDRY ","LA ",4,1,"DEMC ",15979,299,0.0187120595781964
"754","SAINT MARTIN ","LA ",2,1,"HMO ",6719,133,0.0197946122934961
"755","SAINT MARY ","LA ",3,0,"HMO ",8973,99,0.0110330992978937
"756","SAINT TAMMANY ","LA ",6,2,"HCPP ",28751,7192,0.250147820945358
"757","ST JOHN THE BAPTIST ","LA ",2,2,"HMO ",5526,715,0.129388346000724
"758","TANGIPAHOA ","LA ",5,3,"HCPP ",16572,747,0.0450760318609703
"759","TENSAS ","LA ",0,0,"DEMC ",1110,0,0
"760","TERREBONNE ","LA ",3,0,"PFFS ",16673,111,0.00665747016133869
"761","VERNON ","LA ",7,1,"HMO ",5603,2081,0.371408174192397
"762","WEST BATON ROUGE ","LA ",4,3,"HMO ",2988,555,0.18574297188755
"763","WEST CARROLL ","LA ",0,0,"HMO ",2370,0,0
"764","WEST FELICIANA ","LA ",2,2,"HMO ",1329,72,0.054176072234763
"765","WINN ","LA ",1,1,"PFFS ",2552,20,0.00783699059561128
"766","BARNSTABLE ","MA ",7,2,"HMO ",59460,3650,0.0613858055835856
"767","BERKSHIRE ","MA ",0,0,"HMO ",27801,0,0
"768","BRISTOL ","MA ",12,7,"HMO ",92960,12332,0.132659208261618
"769","DUKES ","MA ",0,0,"HMO ",2693,0,0
"770","ESSEX ","MA ",21,8,"HMO ",116218,21926,0.188662685642499
"771","HAMPDEN ","MA ",7,2,"DEMO ",79701,13668,0.171490947415967
"772","HAMPSHIRE ","MA ",4,1,"PPO ",21997,1991,0.0905123425921717
"773","NANTUCKET ","MA ",0,0,"PPO ",1223,0,0
"774","NORFOLK ","MA ",9,4,"HMO ",100699,17431,0.173100030784814
"775","SUFFOLK ","MA ",27,6,"HMO ",89749,34780,0.387525209194531
"776","ALLEGANY ","MD ",7,2,"HCPP ",15816,601,0.0379994941831057
"777","ANNE ARUNDEL ","MD ",6,2,"HCPP ",63529,1970,0.0310094602465016
"778","BALTIMORE ","MD ",8,4,"HCPP ",125155,7294,0.0582797331309177
"779","BALTIMORE CITY ","MD ",6,3,"HMO ",93746,6343,0.0676615535596185
"780","CALVERT ","MD ",2,2,"DEMP ",9333,179,0.0191792564020144
"781","CAROLINE ","MD ",0,0,"HMO ",5066,0,0
"782","CECIL ","MD ",2,1,"HCPP ",12475,84,0.00673346693386774
"783","CHARLES ","MD ",4,3,"DEMP ",12525,484,0.0386427145708583
"784","DORCHESTER ","MD ",1,0,"DEMP ",6107,37,0.00605862125429835
"785","FREDERICK ","MD ",5,1,"DEMP ",23568,387,0.0164205702647658
"786","GARRETT ","MD ",1,1,"HCPP ",5103,28,0.00548696844993141
"787","HARFORD ","MD ",5,2,"HMO ",29372,1122,0.0381996459212856
"788","PRINCE GEORGES ","MD ",8,2,"HCPP ",81931,6026,0.0735496942549218
"789","QUEEN ANNES ","MD ",0,0,"HCPP ",5601,0,0
"790","SAINT MARYS ","MD ",1,0,"COST ",10080,20,0.00198412698412698
"791","WICOMICO ","MD ",1,0,"DEMP ",13821,13,0.00094059764127053
"792","WORCESTER ","MD ",12,4,"COST ",11575,42080,3.6354211663067
"793","ANDROSCOGGIN ","ME ",1,0,"HMO ",20017,12,0.000599490433131838
"794","AROOSTOOK ","ME ",0,0,"HMO ",16958,0,0
"795","KENNEBEC ","ME ",1,0,"PPO ",23162,49,0.00211553406441585
"796","OXFORD ","ME ",0,0,"HMO ",10951,0,0
"797","PENOBSCOT ","ME ",0,0,"HCPP ",27462,0,0
"798","SAGADAHOC ","ME ",1,0,"PPO ",5827,16,0.00274583833876781
"799","SOMERSET ","ME ",10,6,"HMO ",10135,8586,0.847163295510607
"800","WALDO ","ME ",0,0,"HMO ",6974,0,0
"801","YORK ","ME ",20,1,"HMO ",33338,1077,0.0323054772331874
"802","ALCONA ","MI ",0,0,"HCPP ",3596,0,0
"803","ALGER ","MI ",1,1,"PFFS ",2158,20,0.0092678405931418
"804","ALLEGAN ","MI ",4,2,"PFFS ",13696,346,0.0252628504672897
"805","ALPENA ","MI ",0,0,"HCPP ",7295,0,0
"806","ANTRIM ","MI ",0,0,"HMO ",5011,0,0
"807","ARENAC ","MI ",0,0,"HMO ",4120,0,0
"808","BARAGA ","MI ",1,1,"PFFS ",1779,14,0.00786958965711074
"809","BARRY ","MI ",4,3,"PFFS ",7586,676,0.0891115212233061
"810","BENZIE ","MI ",0,0,"HCPP ",3596,0,0
"811","BRANCH ","MI ",0,0,"HCPP ",7340,0,0
"812","CHARLEVOIX ","MI ",1,1,"PFFS ",5116,40,0.00781860828772478
"813","CHEBOYGAN ","MI ",1,1,"PFFS ",5374,41,0.00762932638630443
"814","CHIPPEWA ","MI ",8,8,"PFFS ",6554,1080,0.164784864205066
"815","CLARE ","MI ",0,0,"HMO ",7611,0,0
"816","EATON ","MI ",1,1,"PFFS ",11784,85,0.00721317040054311
"817","GENESEE ","MI ",10,7,"HCPP ",70556,6894,0.0977096207267986
"818","GLADWIN ","MI ",0,0,"HMO ",6625,0,0
"819","GOGEBIC ","MI ",3,2,"PFFS ",4414,110,0.0249207068418668
"820","GRAND TRAVERSE ","MI ",0,0,"HMO ",15513,0,0
"821","GRATIOT ","MI ",0,0,"HMO ",7066,0,0
"822","HILLSDALE ","MI ",0,0,"HCPP ",7874,0,0
"823","HOUGHTON ","MI ",1,1,"PFFS ",6181,46,0.00744216146254651
"824","HURON ","MI ",1,0,"HMO ",8170,11,0.00134638922888617
"825","INGHAM ","MI ",1,0,"PFFS ",40546,124,0.00305825482168401
"826","IONIA ","MI ",3,1,"PFFS ",8047,73,0.00907170374052442
"827","IOSCO ","MI ",0,0,"HMO ",7610,0,0
"828","IRON ","MI ",6,4,"PFFS ",3365,443,0.131649331352155
"829","ISABELLA ","MI ",0,0,"PFFS ",7323,0,0
"830","KALAMAZOO ","MI ",2,0,"PFFS ",34604,288,0.00832273725580858
"831","KALKASKA ","MI ",0,0,"HMO ",2575,0,0
"832","KEWEENAW ","MI ",0,0,"PFFS ",574,0,0
"833","LAPEER ","MI ",1,1,"HMO ",11211,158,0.0140933012220141
"834","LEELANAU ","MI ",0,0,"HMO ",3732,0,0
"835","LENAWEE ","MI ",0,0,"HCPP ",17073,0,0
"836","LUCE ","MI ",0,0,"PFFS ",1393,0,0
"837","MACKINAC ","MI ",1,1,"PFFS ",2566,21,0.00818394388152767
"838","MACOMB ","MI ",3,1,"HCPP ",128704,3364,0.026137493784187
"839","MANISTEE ","MI ",0,0,"HCPP ",5609,0,0
"840","MARQUETTE ","MI ",4,4,"PFFS ",11136,243,0.0218211206896552
"841","MECOSTA ","MI ",1,0,"PFFS ",7043,12,0.00170381939514411
"842","MENOMINEE ","MI ",4,3,"PFFS ",4975,195,0.0391959798994975
"843","MIDLAND ","MI ",2,0,"HCPP ",12808,83,0.00648032479700187
"844","MISSAUKEE ","MI ",0,0,"PFFS ",2573,0,0
"845","MONTCALM ","MI ",0,0,"HMO ",10906,0,0
"846","MONTMORENCY ","MI ",0,0,"HCPP ",3579,0,0
"847","MUSKEGON ","MI ",1,0,"PFFS ",30091,59,0.00196071915190589
"848","NEWAYGO ","MI ",4,2,"PFFS ",7585,216,0.0284772577455504
"849","OAKLAND ","MI ",6,1,"HCPP ",165088,3301,0.0199953963946501
"850","OCEANA ","MI ",0,0,"HMO ",5305,0,0
"851","OGEMAW ","MI ",0,0,"HMO ",5186,0,0
"852","ONTONAGON ","MI ",1,1,"PFFS ",2115,20,0.00945626477541371
"853","OSCODA ","MI ",0,0,"HMO ",1954,0,0
"854","OTSEGO ","MI ",3,3,"PFFS ",4635,215,0.04638619201726
"855","PRESQUE ISLE ","MI ",0,0,"HMO ",4103,0,0
"856","ROSCOMMON ","MI ",0,0,"HCPP ",8152,0,0
"857","SAGINAW ","MI ",2,1,"PFFS ",36123,642,0.0177726102483182
"858","SAINT JOSEPH ","MI ",0,0,"HMO ",10208,0,0
"859","SANILAC ","MI ",0,0,"HMO ",8449,0,0
"860","SCHOOLCRAFT ","MI ",0,0,"HMO ",2154,0,0
"861","SHIAWASSEE ","MI ",1,1,"HMO ",12048,115,0.00954515272244356
"862","TUSCOLA ","MI ",0,0,"HCPP ",10406,0,0
"863","WASHTENAW ","MI ",3,0,"HCPP ",35866,59,0.00164501198907043
"864","WEXFORD ","MI ",0,0,"HCPP ",6225,0,0
"865","AITKIN ","MN ",6,4,"PFFS ",4283,567,0.13238384310063
"866","ANOKA ","MN ",10,7,"PFFS ",29301,10206,0.348315757141395
"867","BECKER ","MN ",5,4,"PFFS ",5835,595,0.101970865467009
"868","BELTRAMI ","MN ",4,3,"PFFS ",6531,412,0.0630837544020824
"869","BIG STONE ","MN ",2,2,"DEMO ",1518,116,0.0764163372859025
"870","BLUE EARTH ","MN ",5,3,"PFFS ",9238,700,0.0757739770513098
"871","CARLTON ","MN ",8,4,"PFFS ",6140,540,0.0879478827361563
"872","CARVER ","MN ",8,5,"PFFS ",6904,1592,0.230590961761298
"873","CHISAGO ","MN ",7,5,"PFFS ",6452,1424,0.220706757594544
"874","COTTONWOOD ","MN ",4,1,"PFFS ",2708,65,0.0240029542097489
"875","CROW WING ","MN ",7,4,"PFFS ",12511,954,0.0762528974502438
"876","DAKOTA ","MN ",13,7,"PFFS ",29563,9145,0.309339376923858
"877","FARIBAULT ","MN ",3,2,"PFFS ",3734,257,0.0688269951794322
"878","FILLMORE ","MN ",4,3,"PFFS ",4491,237,0.0527722110888444
"879","FREEBORN ","MN ",2,2,"PFFS ",6737,434,0.0644203651476919
"880","GOODHUE ","MN ",5,4,"PFFS ",7604,618,0.081273014203051
"881","HENNEPIN ","MN ",17,7,"HMO ",144281,41261,0.285976670524879
"882","HUBBARD ","MN ",4,3,"PFFS ",4064,275,0.0676673228346457
"883","ISANTI ","MN ",8,6,"PFFS ",4218,1089,0.258179231863442
"884","ITASCA ","MN ",5,3,"PFFS ",9285,565,0.0608508346795907
"885","KANABEC ","MN ",5,5,"PFFS ",2639,466,0.176582038651004
"886","KANDIYOHI ","MN ",6,4,"PFFS ",7214,554,0.0767951205988356
"887","KITTSON ","MN ",2,2,"PFFS ",1158,73,0.0630397236614853
"888","KOOCHICHING ","MN ",4,4,"PFFS ",3225,186,0.0576744186046512
"889","LAC QUI PARLE ","MN ",2,2,"PFFS ",1757,54,0.0307342060330108
"890","LAKE OF THE WOODS ","MN ",2,2,"PFFS ",938,39,0.0415778251599147
"891","LE SUEUR ","MN ",4,4,"PFFS ",4923,391,0.0794231159861873
"892","MAHNOMEN ","MN ",3,3,"PFFS ",1068,69,0.0646067415730337
"893","MCLEOD ","MN ",5,5,"PFFS ",5755,766,0.133101650738488
"894","MEEKER ","MN ",6,5,"PFFS ",3943,750,0.190210499619579
"895","MILLE LACS ","MN ",6,6,"PFFS ",5325,843,0.15830985915493
"896","MORRISON ","MN ",5,5,"PFFS ",5730,848,0.147993019197208
"897","MOWER ","MN ",3,2,"PFFS ",8195,279,0.0340451494813911
"898","NICOLLET ","MN ",4,4,"PFFS ",3265,282,0.0863705972434916
"899","NOBLES ","MN ",2,2,"PFFS ",3864,56,0.0144927536231884
"900","NORMAN ","MN ",3,3,"PFFS ",1614,117,0.0724907063197026
"901","OLMSTED ","MN ",5,3,"PFFS ",17326,750,0.0432875447304629
"902","OTTER TAIL ","MN ",6,4,"PFFS ",12071,1170,0.0969265181012344
"903","PENNINGTON ","MN ",4,3,"PFFS ",2449,209,0.0853409554920376
"904","PINE ","MN ",7,5,"PFFS ",5111,917,0.179416943846605
"905","PIPESTONE ","MN ",1,1,"DEMO ",2234,98,0.0438675022381379
"906","RAMSEY ","MN ",11,6,"PFFS ",83960,22097,0.263184849928537
"907","RED LAKE ","MN ",2,2,"PFFS ",805,90,0.111801242236025
"908","REDWOOD ","MN ",4,3,"PFFS ",3525,186,0.0527659574468085
"909","RENVILLE ","MN ",4,4,"PFFS ",3295,181,0.0549317147192716
"910","ROCK ","MN ",3,2,"PFFS ",1942,262,0.134912461380021
"911","ROSEAU ","MN ",5,5,"PFFS ",2362,249,0.105419136325148
"912","SAINT LOUIS ","MN ",24,9,"PFFS ",37439,40994,1.09495445925372
"913","SHERBURNE ","MN ",8,6,"PFFS ",6486,1404,0.216466234967623
"914","SIBLEY ","MN ",4,3,"PFFS ",2562,375,0.146370023419204
"915","STEARNS ","MN ",8,4,"PFFS ",21447,2270,0.105842308947638
"916","STEELE ","MN ",4,3,"PFFS ",5383,368,0.068363366152703
"917","SWIFT ","MN ",3,3,"PFFS ",2379,75,0.0315258511979823
"918","TRAVERSE ","MN ",2,2,"DEMO ",1090,91,0.0834862385321101
"919","WABASHA ","MN ",3,3,"PFFS ",4158,274,0.0658970658970659
"920","WADENA ","MN ",3,3,"PFFS ",3293,325,0.0986941998177953
"921","WASECA ","MN ",2,2,"PFFS ",3047,217,0.0712175910731867
"922","WATONWAN ","MN ",3,3,"PFFS ",2404,177,0.0736272878535774
"923","WILKIN ","MN ",4,4,"PFFS ",1294,103,0.0795981452859351
"924","WINONA ","MN ",4,2,"PFFS ",7500,326,0.0434666666666667
"925","YELLOW MEDICINE ","MN ",3,3,"PFFS ",2529,52,0.0205614867536576
"926","ANDREW ","MO ",0,0,"HMO ",2140,0,0
"927","AUDRAIN ","MO ",0,0,"HCPP ",4741,0,0
"928","BATES ","MO ",2,0,"HMO ",3323,26,0.00782425519109239
"929","BOLLINGER ","MO ",0,0,"HMO ",2241,0,0
"930","CALLAWAY ","MO ",0,0,"HCPP ",6124,0,0
"931","CAPE GIRARDEAU ","MO ",0,0,"HCPP ",11619,0,0
"932","CHARITON ","MO ",2,2,"HCPP ",1715,25,0.0145772594752187
"933","COLE ","MO ",1,0,"HCPP ",10725,24,0.00223776223776224
"934","COOPER ","MO ",0,0,"PFFS ",2954,0,0
"935","DENT ","MO ",0,0,"HMO ",3416,0,0
"936","DUNKLIN ","MO ",0,0,"HMO ",7096,0,0
"937","GASCONADE ","MO ",0,0,"HMO ",3476,0,0
"938","GENTRY ","MO ",0,0,"HMO ",1773,0,0
"939","HICKORY ","MO ",2,2,"PFFS ",2554,269,0.105324980422866
"940","HOLT ","MO ",0,0,"HMO ",1188,0,0
"941","HOWELL ","MO ",3,0,"PFFS ",8731,55,0.00629939296758676
"942","LACLEDE ","MO ",2,2,"HMO ",6582,1251,0.190063810391978
"943","MARIES ","MO ",0,0,"HMO ",1399,0,0
"944","MCDONALD ","MO ",1,1,"HMO ",3222,17,0.00527622594661701
"945","MONITEAU ","MO ",0,0,"HCPP ",2355,0,0
"946","NEW MADRID ","MO ",0,0,"HCPP ",3594,0,0
"947","NODAWAY ","MO ",0,0,"HCPP ",3406,0,0
"948","OREGON ","MO ",0,0,"HMO ",2438,0,0
"949","OZARK ","MO ",0,0,"HMO ",2370,0,0
"950","PEMISCOT ","MO ",0,0,"HMO ",3851,0,0
"951","PETTIS ","MO ",1,0,"HCPP ",7341,27,0.00367797302819779
"952","PHELPS ","MO ",1,1,"HMO ",7478,32,0.00427921904252474
"953","PLATTE ","MO ",6,4,"PPO ",8863,679,0.0766106284553763
"954","RALLS ","MO ",0,0,"HMO ",1286,0,0
"955","RAY ","MO ",0,0,"HCPP ",3296,0,0
"956","REYNOLDS ","MO ",0,0,"HMO ",1489,0,0
"957","SAINT FRANCOIS ","MO ",4,0,"HMO ",12094,92,0.00760707788986274
"958","SAINT LOUIS CITY ","MO ",10,5,"DEMP ",50600,11149,0.220335968379447
"959","SAINTE GENEVIEVE ","MO ",1,0,"HMO ",3021,14,0.00463422707712678
"960","SCOTLAND ","MO ",1,0,"HMO ",964,14,0.0145228215767635
"961","SHANNON ","MO ",0,0,"PFFS ",1531,0,0
"962","STODDARD ","MO ",0,0,"HMO ",6766,0,0
"963","TANEY ","MO ",2,1,"PFFS ",8947,659,0.0736559740695205
"964","TEXAS ","MO ",1,1,"HMO ",5087,98,0.0192647926086102
"965","ALCORN ","MS ",1,0,"HCPP ",7591,11,0.00144908444210249
"966","AMITE ","MS ",2,2,"HCPP ",2520,38,0.0150793650793651
"967","ATTALA ","MS ",0,0,"HMO ",4124,0,0
"968","BOLIVAR ","MS ",0,0,"HCPP ",6331,0,0
"969","COAHOMA ","MS ",0,0,"HMO ",4767,0,0
"970","COPIAH ","MS ",2,0,"HCPP ",6012,24,0.00399201596806387
"971","DESOTO ","MS ",4,2,"HCPP ",15777,376,0.0238321607403182
"972","FORREST ","MS ",2,0,"HCPP ",13367,34,0.00254357746689609
"973","GEORGE ","MS ",0,0,"HMO ",3762,0,0
"974","GRENADA ","MS ",1,0,"HCPP ",4429,15,0.00338676902235268
"975","HINDS ","MS ",3,1,"HCPP ",35243,456,0.0129387396078654
"976","HUMPHREYS ","MS ",1,1,"HCPP ",1791,25,0.0139586823003908
"977","ITAWAMBA ","MS ",0,0,"HCPP ",3524,0,0
"978","KEMPER ","MS ",0,0,"HCPP ",1748,0,0
"979","LEAKE ","MS ",0,0,"HMO ",4188,0,0
"980","LEFLORE ","MS ",0,0,"HMO ",5781,0,0
"981","NESHOBA ","MS ",0,0,"HCPP ",4184,0,0
"982","NOXUBEE ","MS ",1,1,"PFFS ",2239,19,0.00848593121929433
"983","OKTIBBEHA ","MS ",1,0,"PFFS ",5468,13,0.00237746891002195
"984","PANOLA ","MS ",2,1,"HCPP ",6043,115,0.0190302829720338
"985","PEARL RIVER ","MS ",3,2,"HCPP ",9123,147,0.0161131206839855
"986","PONTOTOC ","MS ",0,0,"HCPP ",4480,0,0
"987","PRENTISS ","MS ",0,0,"HCPP ",5666,0,0
"988","RANKIN ","MS ",4,1,"HCPP ",16725,196,0.0117189835575486
"989","SHARKEY ","MS ",0,0,"HMO ",1043,0,0
"990","SMITH ","MS ",3,1,"HCPP ",2503,363,0.145025968837395
"991","SUNFLOWER ","MS ",0,0,"HCPP ",4167,0,0
"992","TALLAHATCHIE ","MS ",0,0,"HMO ",2490,0,0
"993","TATE ","MS ",2,2,"HCPP ",4152,79,0.0190269749518304
"994","TIPPAH ","MS ",0,0,"HMO ",4996,0,0
"995","TISHOMINGO ","MS ",0,0,"HCPP ",5105,0,0
"996","TUNICA ","MS ",2,2,"PFFS ",1390,137,0.0985611510791367
"997","WALTHALL ","MS ",2,2,"HMO ",2507,38,0.0151575588352613
"998","YALOBUSHA ","MS ",1,1,"HCPP ",3338,22,0.00659077291791492
"999","YAZOO ","MS ",0,0,"HMO ",4419,0,0
"1000","BEAVERHEAD ","MT ",1,1,"PFFS ",1535,22,0.0143322475570033
"1001","BIG HORN ","MT ",0,0,"PPO ",1401,0,0
"1002","BROADWATER ","MT ",0,0,"HCPP ",1067,0,0
"1003","CARBON ","MT ",7,5,"PFFS ",1741,857,0.492245835726594
"1004","CASCADE ","MT ",1,1,"PFFS ",14085,347,0.0246361377351793
"1005","CHOUTEAU ","MT ",1,1,"PFFS ",1042,15,0.0143953934740883
"1006","DANIELS ","MT ",0,0,"HMO ",463,0,0
"1007","DEER LODGE ","MT ",1,1,"PFFS ",2105,16,0.00760095011876485
"1008","FERGUS ","MT ",1,1,"PFFS ",2678,55,0.020537714712472
"1009","FLATHEAD ","MT ",2,0,"PPO ",13821,120,0.00868243976557413
"1010","GLACIER ","MT ",0,0,"HMO ",1553,0,0
"1011","GOLDEN VALLEY ","MT ",0,0,"PFFS ",228,0,0
"1012","GRANITE ","MT ",0,0,"PFFS ",509,0,0
"1013","HILL ","MT ",5,1,"PFFS ",2466,126,0.0510948905109489
"1014","JUDITH BASIN ","MT ",0,0,"PFFS ",444,0,0
"1015","LEWIS AND CLARK ","MT ",2,2,"PPO ",8977,110,0.0122535368163083
"1016","MCCONE ","MT ",0,0,"PFFS ",358,0,0
"1017","MEAGHER ","MT ",0,0,"HCPP ",414,0,0
"1018","MISSOULA ","MT ",2,1,"PPO ",12947,334,0.0257974820421719
"1019","MUSSELSHELL ","MT ",2,2,"HCPP ",945,31,0.0328042328042328
"1020","PONDERA ","MT ",1,1,"PFFS ",1183,30,0.0253592561284869
"1021","POWDER RIVER ","MT ",0,0,"PFFS ",297,0,0
"1022","RAVALLI ","MT ",2,1,"PPO ",7611,225,0.0295624753646039
"1023","ROOSEVELT ","MT ",1,1,"PFFS ",1407,15,0.0106609808102345
"1024","ROSEBUD ","MT ",0,0,"HMO ",1180,0,0
"1025","SANDERS ","MT ",1,1,"PFFS ",2469,93,0.0376670716889429
"1026","SHERIDAN ","MT ",1,1,"PFFS ",971,11,0.0113285272914521
"1027","SILVER BOW ","MT ",1,1,"PFFS ",6708,55,0.00819916517590936
"1028","STILLWATER ","MT ",1,1,"PFFS ",1479,25,0.0169033130493577
"1029","SWEET GRASS ","MT ",0,0,"HCPP ",653,0,0
"1030","TOOLE ","MT ",1,1,"PFFS ",499,15,0.030060120240481
"1031","WHEATLAND ","MT ",0,0,"HCPP ",433,0,0
"1032","YELLOWSTONE ","MT ",2,1,"PPO ",21666,397,0.018323640727407
"1033","ALAMANCE ","NC ",6,5,"PFFS ",24258,4057,0.167243795861159
"1034","ALLEGHANY ","NC ",3,3,"PFFS ",2697,492,0.182424916573971
"1035","ANSON ","NC ",0,0,"PFFS ",4540,0,0
"1036","ASHE ","NC ",2,2,"PFFS ",5647,194,0.0343545245262971
"1037","AVERY ","NC ",1,1,"PFFS ",3812,72,0.018887722980063
"1038","BEAUFORT ","NC ",3,1,"PFFS ",9877,284,0.0287536701427559
"1039","BERTIE ","NC ",2,1,"PFFS ",4617,69,0.0149447693307342
"1040","BLADEN ","NC ",1,0,"PFFS ",5855,11,0.00187873612297182
"1041","BRUNSWICK ","NC ",4,2,"HCPP ",19197,168,0.00875136740115643
"1042","BUNCOMBE ","NC ",4,1,"PFFS ",41173,956,0.0232190998955626
"1043","CABARRUS ","NC ",3,1,"PFFS ",22416,589,0.0262758743754461
"1044","CARTERET ","NC ",0,0,"HCPP ",11707,0,0
"1045","CASWELL ","NC ",5,3,"PFFS ",3843,365,0.0949778818631278
"1046","CATAWBA ","NC ",4,2,"HCPP ",24278,668,0.0275146222917868
"1047","CHOWAN ","NC ",1,1,"PFFS ",3145,28,0.00890302066772655
"1048","COLUMBUS ","NC ",1,0,"PFFS ",11396,11,0.000965250965250965
"1049","CRAVEN ","NC ",1,0,"PFFS ",17417,23,0.00132054888901648
"1050","CURRITUCK ","NC ",1,1,"PFFS ",3107,42,0.0135178628902478
"1051","DARE ","NC ",0,0,"HMO ",4951,0,0
"1052","DAVIDSON ","NC ",12,6,"HCPP ",22308,20574,0.922270037654653
"1053","DAVIE ","NC ",4,2,"PFFS ",6559,1722,0.262540021344717
"1054","DUPLIN ","NC ",0,0,"PFFS ",8136,0,0
"1055","DURHAM ","NC ",6,2,"PFFS ",28602,869,0.0303824907349136
"1056","EDGECOMBE ","NC ",1,0,"PFFS ",9308,12,0.00128921357971637
"1057","GASTON ","NC ",2,1,"PFFS ",32390,1832,0.0565606668724915
"1058","GATES ","NC ",1,1,"PFFS ",1933,51,0.0263838592860838
"1059","GRANVILLE ","NC ",3,1,"PFFS ",7523,302,0.0401435597500997
"1060","GUILFORD ","NC ",7,4,"HCPP ",64891,12740,0.196329229014809
"1061","HALIFAX ","NC ",4,3,"PFFS ",12538,429,0.0342159834104323
"1062","HARNETT ","NC ",2,0,"PFFS ",11377,51,0.00448272831150567
"1063","HAYWOOD ","NC ",2,2,"PFFS ",13049,411,0.0314966664112193
"1064","HERTFORD ","NC ",1,1,"PFFS ",4460,77,0.0172645739910314
"1065","HOKE ","NC ",2,2,"PFFS ",3129,81,0.0258868648130393
"1066","HYDE ","NC ",0,0,"PFFS ",968,0,0
"1067","IREDELL ","NC ",3,1,"HCPP ",21396,1137,0.0531407739764442
"1068","JOHNSTON ","NC ",2,1,"PFFS ",16877,641,0.0379806837708123
"1069","LENOIR ","NC ",0,0,"HCPP ",12446,0,0
"1070","MCDOWELL ","NC ",3,3,"PFFS ",8418,1531,0.181872178664766
"1071","MECKLENBURG ","NC ",9,3,"HCPP ",83098,6469,0.077847842306674
"1072","MOORE ","NC ",3,0,"PFFS ",19838,128,0.00645226333299728
"1073","NASH ","NC ",1,0,"PFFS ",15868,47,0.00296193597176708
"1074","NEW HANOVER ","NC ",2,0,"PFFS ",29253,115,0.00393122072949783
"1075","NORTHAMPTON ","NC ",8,3,"PFFS ",4983,3504,0.703190848886213
"1076","ONSLOW ","NC ",1,0,"PFFS ",14715,12,0.000815494393476045
"1077","PAMLICO ","NC ",0,0,"HMO ",2706,0,0
"1078","PASQUOTANK ","NC ",1,1,"PFFS ",6112,146,0.0238874345549738
"1079","PENDER ","NC ",2,1,"PFFS ",7901,72,0.00911277053537527
"1080","PERQUIMANS ","NC ",1,1,"PFFS ",2812,47,0.0167140825035562
"1081","PERSON ","NC ",4,2,"PFFS ",5932,386,0.0650708024275118
"1082","PITT ","NC ",1,1,"PFFS ",19153,150,0.00783167127865086
"1083","ROBESON ","NC ",0,0,"HCPP ",20505,0,0
