countyname,state,countyssa,eligibles,numberofplans1,numberofplans2,totalenrollees,totalpenetration
DALLAM,TX,45380,1311,0,0,0,0
DALLAS,TX,45390,232962,12,1,26862,11.530635897700055
DAWSON,TX,45391,2234,0,0,0,0
DE WITT,TX,45420,3446,0,0,0,0
DEAF SMITH,TX,45392,2498,0,0,0,0
DELTA,TX,45400,1083,0,0,0,0
DENTON,TX,45410,31683,8,2,2544,8.029542656945365
DIMMIT,TX,45430,1482,0,0,0,0
DONLEY,TX,45431,912,0,0,0,0
DUVAL,TX,45440,2167,1,1,23,1.0613751730503
EASTLAND,TX,45450,4185,1,1,30,0.7168458781362007
ECTOR,TX,45451,16974,2,0,66,0.38882997525627433
EL PASO,TX,45480,86751,10,4,4438,5.115791172436053
ELLIS,TX,45470,15517,3,1,247,1.591802539150609
ERATH,TX,45490,5180,2,0,34,0.6563706563706564
FALLS,TX,45500,2906,1,1,491,16.896077081899517
FANNIN,TX,45510,6035,0,0,0,0
FAYETTE,TX,45511,5332,1,0,15,0.2813203300825206
FISHER,TX,45520,919,0,0,0,0
FLOYD,TX,45521,1217,0,0,0,0
FOARD,TX,45522,377,0,0,0,0
FORT BEND,TX,45530,27163,7,2,3085,11.357361116224276
FRANKLIN,TX,45531,1596,1,1,17,1.0651629072681705
FREESTONE,TX,45540,3074,0,0,0,0
FRIO,TX,45541,2058,1,1,35,1.7006802721088434
GAINES,TX,45542,1682,0,0,0,0
GALVESTON,TX,45550,36318,6,3,1540,4.240321603612534
GARZA,TX,45551,824,0,0,0,0
GILLESPIE,TX,45552,5676,0,0,0,0
GOLIAD,TX,45561,1195,0,0,0,0
GONZALES,TX,45562,3448,0,0,0,0
GRAY,TX,45563,4392,0,0,0,0
GRAYSON,TX,45564,20513,1,0,11,0.05362453078535563
GREGG,TX,45570,21663,2,0,75,0.34621243595069934
GRIMES,TX,45580,3606,1,1,175,4.853022739877981
GUADALUPE,TX,45581,13045,4,2,1792,13.737064009198926
HALE,TX,45582,5392,0,0,0,0
HALL,TX,45583,811,0,0,0,0
HAMILTON,TX,45590,1607,1,1,417,25.94897324206596
HARDEMAN,TX,45592,994,0,0,0,0
HARDIN,TX,45600,7796,4,2,968,12.41662390969728
HARRIS,TX,45610,334559,19,3,43637,13.043140372849034
HARRISON,TX,45620,8620,2,0,57,0.6612529002320185
HARTLEY,TX,45621,149,0,0,0,0
HASKELL,TX,45630,1422,0,0,0,0
HAYS,TX,45631,11583,3,1,161,1.3899680566347232
HEMPHILL,TX,45632,496,0,0,0,0
HENDERSON,TX,45640,11022,3,1,202,1.8326982398838687
HIDALGO,TX,45650,65401,7,1,596,0.9113010504426537
HILL,TX,45651,6748,4,0,87,1.2892708950800238
HOCKLEY,TX,45652,3228,0,0,0,0
HOOD,TX,45653,10069,4,1,242,2.403416426656073
HOPKINS,TX,45654,5598,0,0,0,0
HOUSTON,TX,45660,4819,1,1,27,0.5602822162274331
HOWARD,TX,45661,5392,2,0,23,0.42655786350148367
HUDSPETH,TX,45662,422,0,0,0,0
HUNT,TX,45670,12344,1,0,24,0.19442644199611148
HUTCHINSON,TX,45671,4033,0,0,0,0
IRION,TX,45672,272,0,0,0,0
JACK,TX,45680,1395,0,0,0,0
JACKSON,TX,45681,2332,1,1,21,0.9005145797598628
JASPER,TX,45690,6208,2,1,53,0.8537371134020618
JEFF DAVIS,TX,45691,437,0,0,0,0
JEFFERSON,TX,45700,39129,5,3,4875,12.45879015563904
JIM HOGG,TX,45710,864,0,0,0,0
JIM WELLS,TX,45711,6509,2,1,101,1.5516976494085113
JOHNSON,TX,45720,18675,3,2,2506,13.4190093708166
JONES,TX,45721,2751,1,1,54,1.9629225736095965
KARNES,TX,45722,2599,0,0,0,0
KAUFMAN,TX,45730,15489,3,2,660,4.261088514429595
KENDALL,TX,45731,5418,3,2,236,4.355850867478774
KENT,TX,45733,204,0,0,0,0
KERR,TX,45734,12549,0,0,0,0
KIMBLE,TX,45740,918,0,0,0,0
KINNEY,TX,45742,786,0,0,0,0
KLEBERG,TX,45743,3913,1,1,52,1.3289036544850499
KNOX,TX,45744,899,0,0,0,0
LA SALLE,TX,45753,835,0,0,0,0
LAMAR,TX,45750,9316,1,0,42,0.45083726921425504
LAMB,TX,45751,2654,0,0,0,0
LAMPASAS,TX,45752,3476,1,1,604,17.376294591484466
LAVACA,TX,45754,5082,0,0,0,0
LEE,TX,45755,2438,1,1,178,7.301066447908122
LEON,TX,45756,4271,1,1,143,3.348162022945446
LIBERTY,TX,45757,10680,3,2,731,6.844569288389513
LIMESTONE,TX,45758,4339,2,0,24,0.5531228393639087
LIVE OAK,TX,45760,1442,1,1,25,1.7337031900138695
LLANO,TX,45761,4956,1,1,369,7.445520581113802
LUBBOCK,TX,45770,33070,3,0,196,0.5926821892954339
LYNN,TX,45771,1058,1,1,21,1.9848771266540643
MADISON,TX,45782,1900,2,2,102,5.368421052631579
MARION,TX,45783,2030,0,0,0,0
MARTIN,TX,45784,632,0,0,0,0
MASON,TX,45785,927,0,0,0,0
MATAGORDA,TX,45790,5687,2,2,91,1.600140671707403
MAVERICK,TX,45791,6962,0,0,0,0
MCCULLOCH,TX,45772,1808,0,0,0,0
MCLENNAN,TX,45780,32981,4,2,3412,10.34535035323368
MCMULLEN,TX,45781,154,0,0,0,0
MEDINA,TX,45792,5555,4,3,176,3.1683168316831685
MENARD,TX,45793,563,0,0,0,0
MIDLAND,TX,45794,15713,2,0,83,0.5282250365939032
MILAM,TX,45795,4720,1,1,1588,33.644067796610166
MILLS,TX,45796,1116,1,1,284,25.448028673835125
MITCHELL,TX,45797,1470,0,0,0,0
MONTAGUE,TX,45800,4530,0,0,0,0
MONTGOMERY,TX,45801,38923,6,2,2900,7.450607609896462
MOORE,TX,45802,2233,0,0,0,0
MORRIS,TX,45803,3080,0,0,0,0
"NACOGDOCHES",TX,45810,8811,2,0,62,0.703665872205198
"NAVARRO",TX,45820,8036,1,0,11,0.1368840219014435
NEWTON,TX,45821,2236,0,0,0,0
NOLAN,TX,45822,3018,3,2,57,1.8886679920477136
NUECES,TX,45830,43336,7,4,8220,18.968063503784382
OCHILTREE,TX,45831,1153,0,0,0,0
ORANGE,TX,45840,14262,3,3,1207,8.46304866077689
PALO PINTO,TX,45841,4653,0,0,0,0
PANOLA,TX,45842,3913,0,0,0,0
PARKER,TX,45843,11908,3,1,179,1.5031911320120928
PARMER,TX,45844,1325,0,0,0,0
PECOS,TX,45845,1967,0,0,0,0
POLK,TX,45850,15709,5,2,521,3.316570119040041
POTTER,TX,45860,25309,3,0,202,0.7981350507724525
PRESIDIO,TX,45861,1541,0,0,0,0
RAINS,TX,45870,1884,1,1,18,0.9554140127388535
RANDALL,TX,45871,4920,2,2,239,4.857723577235772
REAGAN,TX,45872,400,0,0,0,0
REAL,TX,45873,868,0,0,0,0
RED RIVER,TX,45874,3110,0,0,0,0
REEVES,TX,45875,1931,0,0,0,0
REFUGIO,TX,45876,1561,0,0,0,0
ROBERTS,TX,45877,118,0,0,0,0
ROBERTSON,TX,45878,2941,1,1,247,8.398503910234615
ROCKWALL,TX,45879,5783,2,2,269,4.651564931696352
RUNNELS,TX,45880,2433,1,1,29,1.1919441019317716
RUSK,TX,45881,6982,1,0,27,0.38670867946147236
SABINE,TX,45882,3450,1,0,14,0.4057971014492754
SAN AUGUSTINE,TX,45883,2033,1,1,18,0.8853910477127398
SAN JACINTO,TX,45884,3337,1,1,272,8.151033862750975
SAN PATRICIO,TX,45885,10233,4,3,1991,19.456659826052967
SAN SABA,TX,45886,1144,1,1,86,7.5174825174825175
SCHLEICHER,TX,45887,469,0,0,0,0
SCURRY,TX,45888,2705,1,1,42,1.5526802218114601
SHACKELFORD,TX,45889,611,0,0,0,0
SHELBY,TX,45890,4843,1,1,29,0.5988023952095808
SHERMAN,TX,45891,412,0,0,0,0
SMITH,TX,45892,32126,2,0,90,0.2801469214966071
SOMERVELL,TX,45893,1080,2,2,37,3.425925925925926
STARR,TX,45900,7350,0,0,0,0
STEPHENS,TX,45901,1805,1,1,17,0.9418282548476454
SUTTON,TX,45904,570,1,1,13,2.280701754385965
SWISHER,TX,45905,1538,0,0,0,0
TARRANT,TX,45910,157962,10,1,32515,20.584064521847026
TAYLOR,TX,45911,19960,2,1,227,1.1372745490981964
TERRY,TX,45913,2093,0,0,0,0
THROCKMORTON,TX,45920,398,0,0,0,0
TITUS,TX,45921,4050,0,0,0,0
TOM GREEN,TX,45930,17052,2,1,235,1.3781374618813043
TRAVIS,TX,45940,73866,10,4,2369,3.2071589093764383
TRINITY,TX,45941,3575,1,0,17,0.4755244755244755
TYLER,TX,45942,4114,2,2,57,1.3855128828390861
UPSHUR,TX,45943,6815,1,1,39,0.5722670579603815
UPTON,TX,45944,568,0,0,0,0
UVALDE,TX,45945,4124,0,0,0,0
VAL VERDE,TX,45946,5636,0,0,0,0
VAN ZANDT,TX,45947,9376,1,0,11,0.11732081911262798
VICTORIA,TX,45948,13045,1,0,12,0.09198926791874282
WALKER,TX,45949,6752,2,2,172,2.5473933649289098
WALLER,TX,45950,3549,3,2,177,4.987320371935756
WARD,TX,45951,1796,0,0,0,0
WASHINGTON,TX,45952,6047,2,0,32,0.5291880271208864
WEBB,TX,45953,20686,3,0,42,0.20303586967030843
WHARTON,TX,45954,6561,1,1,44,0.6706294772138394
WICHITA,TX,45960,20549,0,0,0,0
WILBARGER,TX,45961,2642,0,0,0,0
WILLACY,TX,45962,2868,0,0,0,0
WILLIAMSON,TX,45970,29000,9,2,4512,15.558620689655172
WILSON,TX,45971,4383,4,4,168,3.8329911019849416
WINKLER,TX,45972,1086,0,0,0,0
WISE,TX,45973,6550,2,1,71,1.083969465648855
WOOD,TX,45974,9709,2,1,71,0.7312802554331033
YOUNG,TX,45981,3984,0,0,0,0
ZAPATA,TX,45982,1451,0,0,0,0
ZAVALA,TX,45983,1693,0,0,0,0
BEAVER,UT,46000,945,1,1,63,6.666666666666667
BOX ELDER,UT,46010,5593,5,2,285,5.095655283389951
CACHE,UT,46020,8292,4,3,453,5.463096960926194
CARBON,UT,46030,3402,2,2,394,11.581422692533804
DAGGETT,UT,46040,176,0,0,0,0
DAVIS,UT,46050,23094,8,6,1868,8.088681042695072
DUCHESNE,UT,46060,2156,2,2,50,2.3191094619666046
EMERY,UT,46070,1471,2,2,59,4.010876954452753
GARFIELD,UT,46080,856,1,1,23,2.6869158878504673
GRAND,UT,46090,1336,1,1,18,1.347305389221557
IRON,UT,46100,4726,3,1,194,4.104951333051206
JUAB,UT,46110,1058,2,2,48,4.536862003780718
KANE,UT,46120,1276,1,1,26,2.0376175548589344
MILLARD,UT,46130,1686,3,3,49,2.906287069988138
MORGAN,UT,46140,839,1,1,17,2.026221692491061
PIUTE,UT,46150,332,1,1,12,3.6144578313253013
RICH,UT,46160,314,1,1,15,4.777070063694268
SALT LAKE,UT,46170,91874,11,6,7650,8.32662124213597
SAN JUAN,UT,46180,1427,1,1,40,2.803083391730904
SANPETE,UT,46190,3085,2,2,99,3.2090761750405186
SEVIER,UT,46200,3070,1,1,104,3.3876221498371337
SUMMIT,UT,46210,2250,4,4,93,4.133333333333334
TOOELE,UT,46220,4070,3,1,98,2.407862407862408
UINTAH,UT,46230,3118,1,1,79,2.5336754329698525
UTAH,UT,46240,31866,9,3,2926,9.182200464444863
WASATCH,UT,46250,1994,3,3,85,4.262788365095286
WASHINGTON,UT,46260,19565,7,2,1308,6.685407615640174
WAYNE,UT,46270,420,0,0,0,0
WEBER,UT,46280,24815,8,6,1724,6.947410840217611
ACCOMACK,VA,49000,7169,0,0,0,0
ALBEMARLE,VA,49010,9303,1,0,20,0.21498441363001183
ALEXANDRIA CITY,VA,49011,18791,1,1,559,2.9748283752860414
ALLEGHANY,VA,49020,445,1,1,242,54.38202247191011
AMELIA,VA,49030,2013,1,1,14,0.6954793840039741
AMHERST,VA,49040,5709,3,2,173,3.0303030303030303
APPOMATTOX,VA,49050,2459,1,1,32,1.3013420089467262
ARLINGTON,VA,49060,18036,1,1,844,4.679529829230428
AUGUSTA,VA,49070,7682,0,0,0,0
BATH,VA,49080,1232,1,1,13,1.0551948051948052
BEDFORD,VA,49090,11110,3,2,425,3.8253825382538253
BLAND,VA,49100,1468,1,1,29,1.9754768392370572
BOTETOURT,VA,49110,5158,3,1,79,1.5316013958898798
BRISTOL,VA,49111,5982,2,2,756,12.63791374122367
BRUNSWICK,VA,49120,3282,1,1,28,0.8531383302864107
BUCHANAN,VA,49130,7090,1,1,417,5.881523272214387
BUCKINGHAM,VA,49140,2169,0,0,0,0
BUENA VISTA CITY,VA,49141,1676,0,0,0,0
CAMPBELL,VA,49150,7757,2,2,226,2.9134974861415497
CAROLINE,VA,49160,3539,0,0,0,0
CARROLL,VA,49170,5212,3,3,89,1.7075978511128165
CHARLES CITY,VA,49180,1118,0,0,0,0
CHARLOTTE,VA,49190,3430,1,0,17,0.4956268221574344
CHARLOTTESVILLE CITY,VA,49191,8748,1,0,11,0.12574302697759487
CHESAPEAKE CITY,VA,49194,24008,1,1,124,0.5164945018327224
CHESTERFIELD,VA,49200,28143,5,0,112,0.39796752300749744
CLARKE,VA,49210,2005,0,0,0,0
COLONIAL HEIGHTS CIT,VA,49212,4189,0,0,0,0
COVINGTON CITY,VA,49213,3295,1,1,17,0.5159332321699545
CRAIG,VA,49220,872,0,0,0,0
CULPEPER,VA,49230,5859,0,0,0,0
CUMBERLAND,VA,49240,1130,0,0,0,0
DANVILLE CITY,VA,49241,13662,2,0,79,0.5782462304201434
DICKENSON,VA,49250,4174,2,2,449,10.757067561092477
DINWIDDIE,VA,49260,3417,1,1,32,0.9364940005853087
ESSEX,VA,49280,2038,0,0,0,0
FAIRFAX,VA,49290,75781,6,1,5767,7.610086961111624
FAIRFAX CITY,VA,49288,11566,1,1,164,1.4179491613349473
FALLS CHURCH CITY,VA,49291,2773,1,1,95,3.425892535160476
FAUQUIER,VA,49300,7207,2,0,42,0.5827667545441931
FLOYD,VA,49310,2557,2,1,29,1.1341415721548689
FLUVANNA,VA,49320,3848,0,0,0,0
FRANKLIN,VA,49330,8339,2,1,90,1.0792660990526441
FRANKLIN CITY,VA,49328,2604,0,0,0,0
FREDERICK,VA,49340,7339,1,0,12,0.16351001498841805
FREDERICKSBURG CITY,VA,49342,9205,0,0,0,0
GALAX CITY,VA,49343,3678,0,0,0,0
GILES,VA,49350,3916,1,0,18,0.45965270684371806
GLOUCESTER,VA,49360,5408,1,0,25,0.46227810650887574
GOOCHLAND,VA,49370,2400,0,0,0,0
GRAYSON,VA,49380,3208,1,1,25,0.7793017456359103
GREENE,VA,49390,2041,0,0,0,0
GREENSVILLE,VA,49400,814,1,1,11,1.3513513513513513
HALIFAX,VA,49410,7138,3,2,143,2.0033622863547214
HAMPTON CITY,VA,49411,20077,6,1,483,2.4057379090501567
HANOVER,VA,49420,15220,2,0,53,0.34822601839684625
HARRISONBURG CITY,VA,49421,4499,1,0,21,0.46677039342076015
HENRICO,VA,49430,32257,5,0,223,0.6913228136528505
HENRY,VA,49440,10203,4,1,203,1.989610898755268
HIGHLAND,VA,49450,602,0,0,0,0
HOPEWELL CITY,VA,49451,4389,0,0,0,0
ISLE OF WIGHT,VA,49460,4987,1,0,14,0.28072989773410867
JAMES CITY,VA,49470,3470,2,1,68,1.9596541786743515
KING AND QUEEN,VA,49480,1195,0,0,0,0
KING GEORGE,VA,49490,2180,0,0,0,0
KING WILLIAM,VA,49500,2201,0,0,0,0
LANCASTER,VA,49510,3938,0,0,0,0
LEE,VA,49520,5511,2,2,600,10.887316276537833
LEXINGTON CITY,VA,49522,3015,0,0,0,0
LOUDOUN,VA,49530,14703,1,1,785,5.3390464531048085
LOUISA,VA,49540,4846,1,0,11,0.22699133305819233
LUNENBURG,VA,49550,2049,1,1,33,1.610541727672035
LYNCHBURG CITY,VA,49551,15483,2,1,166,1.0721436414131629
MADISON,VA,49560,1998,0,0,0,0
MANASSAS CITY,VA,49563,8148,1,1,133,1.6323024054982818
MANASSAS PARK CITY,VA,49565,0,1,0,73,100
MARTINSVILLE CITY,VA,49561,6833,1,0,27,0.39514122640128785
MATHEWS,VA,49570,2274,1,1,12,0.5277044854881267
MECKLENBURG,VA,49580,7512,1,1,75,0.9984025559105432
MIDDLESEX,VA,49590,2748,0,0,0,0
MONTGOMERY,VA,49600,9681,1,0,31,0.3202148538374135
NELSON,VA,49620,3525,2,1,44,1.24822695035461
NEW KENT,VA,49621,2325,0,0,0,0
NEWPORT NEWS CITY,VA,49622,22905,6,1,480,2.0956123117223315
NORFOLK CITY,VA,49641,28531,2,1,203,0.7115067820966667
NORTHAMPTON,VA,49650,3066,0,0,0,0
NORTHUMBERLAND,VA,49660,3296,0,0,0,0
NORTON CITY,VA,49661,1425,2,2,131,9.192982456140351
NOTTOWAY,VA,49670,3252,1,0,15,0.4612546125461255
ORANGE,VA,49680,6729,1,0,11,0.163471541090801
PAGE,VA,49690,4594,1,0,11,0.239442751414889
PATRICK,VA,49700,4273,1,1,27,0.6318745611982214
PETERSBURG CITY,VA,49701,7880,1,0,28,0.3553299492385787
PITTSYLVANIA,VA,49710,9089,3,2,119,1.309274947739025
POQUOSON CITY,VA,49712,853,0,0,0,0
PORTSMOUTH CITY,VA,49711,16323,2,1,136,0.8331801752128898
POWHATAN,VA,49720,3198,0,0,0,0
PRINCE EDWARD,VA,49730,3996,1,0,14,0.35035035035035034
PRINCE GEORGE,VA,49740,2756,0,0,0,0
PRINCE WILLIAM,VA,49750,17403,2,1,1483,8.521519278285353
PULASKI,VA,49770,6894,1,0,24,0.34812880765883375
RADFORD,VA,49771,2439,0,0,0,0
RAPPAHANNOCK,VA,49780,1625,0,0,0,0
RICHMOND,VA,49790,1764,1,1,14,0.7936507936507936
RICHMOND CITY,VA,49791,38393,4,1,301,0.7839970828015523
ROANOKE,VA,49800,7132,3,1,109,1.5283230510375772
ROANOKE CITY,VA,49801,25006,3,0,182,0.7278253219227385
ROCKBRIDGE,VA,49810,2566,2,2,72,2.8059236165237724
ROCKINGHAM,VA,49820,10076,2,1,67,0.664946407304486
RUSSELL,VA,49830,6234,2,2,470,7.539300609560475
SALEM,VA,49838,7008,1,0,16,0.228310502283105
SCOTT,VA,49840,5760,2,2,1673,29.04513888888889
SHENANDOAH,VA,49850,7729,1,0,14,0.1811359813688705
SMYTH,VA,49860,7590,2,2,83,1.093544137022398
SOUTHAMPTON,VA,49870,2401,1,1,21,0.8746355685131195
SPOTSYLVANIA,VA,49880,6317,1,0,25,0.39575747981636855
STAFFORD,VA,49890,6539,2,0,44,0.672885762348983
STAUNTON CITY,VA,49891,7399,0,0,0,0
SUFFOLK CITY,VA,49892,7742,2,1,96,1.239989666752777
SURRY,VA,49900,1118,0,0,0,0
SUSSEX,VA,49910,2410,1,0,12,0.4979253112033195
TAZEWELL,VA,49920,11549,1,1,684,5.922590700493549
VIRGINIA BEACH CITY,VA,49921,47219,3,0,203,0.42991168809165803
WARREN,VA,49930,4694,0,0,0,0
WASHINGTON,VA,49950,9624,4,2,1121,11.647963424771405
WAYNESBORO CITY,VA,49951,6131,0,0,0,0
WESTMORELAND,VA,49960,3549,1,0,11,0.30994646379261764
WILLIAMSBURG CITY,VA,49961,6171,0,0,0,0
WINCHESTER CITY,VA,49962,6392,0,0,0,0
WISE,VA,49970,9447,2,2,1763,18.662009103419074
WYTHE,VA,49980,6687,2,1,52,0.7776282338866457
YORK,VA,49981,10719,2,0,67,0.625058307677955
ADDISON,VT,47000,4885,0,0,0,0
BENNINGTON,VT,47010,7449,0,0,0,0
CALEDONIA,VT,47020,5295,0,0,0,0
CHITTENDEN,VT,47030,18976,0,0,0,0
ESSEX,VT,47040,1458,0,0,0,0
FRANKLIN,VT,47050,6347,0,0,0,0
GRAND ISLE,VT,47060,1189,0,0,0,0
LAMOILLE,VT,47070,3634,0,0,0,0
ORANGE,VT,47080,4599,0,0,0,0
ORLEANS,VT,47090,5277,0,0,0,0
RUTLAND,VT,47100,12534,0,0,0,0
WASHINGTON,VT,47110,10077,0,0,0,0
WINDHAM,VT,47120,7607,0,0,0,0
WINDSOR,VT,47130,11024,0,0,0,0
ADAMS,WA,50000,1665,1,1,20,1.2012012012012012
ASOTIN,WA,50010,4543,1,1,117,2.5753907109839314
BENTON,WA,50020,19989,2,1,406,2.031117114412927
CHELAN,WA,50030,8984,2,1,223,2.4821905609973287
CLALLAM,WA,50040,18144,4,0,210,1.1574074074074074
CLARK,WA,50050,48232,14,6,18239,37.81514347321281
COLUMBIA,WA,50060,905,1,1,19,2.0994475138121547
COWLITZ,WA,50070,16820,6,3,5367,31.90844233055886
DOUGLAS,WA,50080,7823,1,1,118,1.5083727470279944
FERRY,WA,50090,1300,1,1,32,2.4615384615384617
FRANKLIN,WA,50100,5444,1,1,108,1.9838354151359294
GARFIELD,WA,50110,562,0,0,0,0
GRANT,WA,50120,11420,2,1,238,2.084063047285464
GRAYS HARBOR,WA,50130,13792,4,2,429,3.1104988399071924
ISLAND,WA,50140,12108,3,3,2203,18.194582094482985
JEFFERSON,WA,50150,7174,3,2,182,2.5369389461945917
KING,WA,50160,216418,15,2,41880,19.351440268369544
KITSAP,WA,50170,32848,5,1,3719,11.321846078908914
KITTITAS,WA,50180,4997,3,3,128,2.5615369221532918
KLICKITAT,WA,50190,3714,3,1,53,1.4270328486806678
LEWIS,WA,50200,14422,6,4,2295,15.913188184717793
LINCOLN,WA,50210,2391,1,1,33,1.3801756587202008
MASON,WA,50220,11155,4,2,1823,16.342447333034514
OKANOGAN,WA,50230,7507,1,1,153,2.038097775409618
PACIFIC,WA,50240,5595,3,2,140,2.5022341376228776
PEND OREILLE,WA,50250,2510,1,1,46,1.8326693227091633
PIERCE,WA,50260,95402,11,2,13077,13.707259805874092
SAN JUAN,WA,50270,3096,2,1,333,10.755813953488373
SKAGIT,WA,50280,19279,4,2,3615,18.75097256081747
SKAMANIA,WA,50290,1179,3,3,134,11.365564037319762
SNOHOMISH,WA,50300,72152,8,3,17689,24.516298924492737
SPOKANE,WA,50310,67309,8,2,2517,3.7394702045788826
STEVENS,WA,50320,7094,1,1,199,2.8051874823794756
THURSTON,WA,50330,33510,6,3,8857,26.430916144434498
WAHKIAKUM,WA,50340,932,2,2,167,17.918454935622318
WALLA WALLA,WA,50350,9323,2,2,307,3.292931459830527
WHATCOM,WA,50360,26614,4,2,3774,14.180506500338169
WHITMAN,WA,50370,4384,1,1,40,0.9124087591240876
YAKIMA,WA,50380,30873,5,1,474,1.535322126129628
ADAMS,WI,52000,3268,2,2,322,9.8531211750306
ASHLAND,WI,52010,3428,3,3,188,5.484247374562427
BARRON,WI,52020,8988,4,3,757,8.422340898976413
BAYFIELD,WI,52030,2882,3,3,189,6.55794587092297
BROWN,WI,52040,31028,6,3,2609,8.408534227149671
BUFFALO,WI,52050,2845,4,4,164,5.764499121265378
BURNETT,WI,52060,3653,4,4,292,7.993430057486997
CALUMET,WI,52070,4077,5,5,1100,26.980623007113074
CHIPPEWA,WI,52080,9866,4,4,908,9.20332454895601
CLARK,WI,52090,6174,2,2,1238,20.051830255911888
COLUMBIA,WI,52100,10350,3,2,276,2.6666666666666665
CRAWFORD,WI,52110,3241,6,6,705,21.75254551064486
DANE,WI,52120,52173,6,4,7064,13.53957027581316
DODGE,WI,52130,10451,5,3,938,8.97521768251842
DOOR,WI,52140,6361,2,2,404,6.351202641094168
DOUGLAS,WI,52150,7925,3,3,402,5.072555205047319
DUNN,WI,52160,5881,4,3,429,7.294677775888454
EAU CLAIRE,WI,52170,14371,4,4,1256,8.739823255166655
FLORENCE,WI,52180,742,1,1,19,2.560646900269542
FOND DU LAC,WI,52190,16984,5,5,1368,8.054639660857278
FOREST,WI,52200,2276,4,4,144,6.3268892794376095
GRANT,WI,52210,9822,6,4,2566,26.12502545306455
GREEN,WI,52220,5809,2,2,147,2.5305560337407473
GREEN LAKE,WI,52230,4131,4,4,405,9.803921568627452
IOWA,WI,52240,3292,4,2,114,3.462940461725395
IRON,WI,52250,1591,2,2,221,13.89063482086738
JACKSON,WI,52260,3295,5,5,829,25.159332321699544
JEFFERSON,WI,52270,13323,2,1,186,1.3960819635217294
JUNEAU,WI,52280,5285,4,3,317,5.998107852412488
KENOSHA,WI,52290,20504,1,1,232,1.1314865392118612
KEWAUNEE,WI,52300,3577,2,2,245,6.8493150684931505
LA CROSSE,WI,52310,16481,5,1,4876,29.58558339906559
LAFAYETTE,WI,52320,2812,3,3,475,16.89189189189189
LANGLADE,WI,52330,4461,4,3,356,7.980273481282223
LINCOLN,WI,52340,6370,3,3,746,11.711145996860283
MANITOWOC,WI,52350,15165,4,2,990,6.528189910979228
MARATHON,WI,52360,18783,3,3,2778,14.78996965341
MARINETTE,WI,52370,9679,3,3,522,5.393119123876433
MARQUETTE,WI,52380,4205,3,3,178,4.233055885850178
MENOMINEE,WI,52381,600,1,1,54,9
MILWAUKEE,WI,52390,136772,5,2,11444,8.367209662796478
MONROE,WI,52400,6620,5,4,1440,21.75226586102719
OCONTO,WI,52410,6146,3,3,671,10.917670029287342
ONEIDA,WI,52420,9208,3,3,761,8.264552562988705
OUTAGAMIE,WI,52430,23607,6,6,4021,17.033083407463888
OZAUKEE,WI,52440,13318,3,3,1162,8.725033788857186
PEPIN,WI,52450,1442,3,3,63,4.368932038834951
PIERCE,WI,52460,5247,4,3,220,4.1928721174004195
POLK,WI,52470,7340,4,3,453,6.1716621253406
PORTAGE,WI,52480,9245,4,3,966,10.44889129259059
PRICE,WI,52490,3400,3,3,352,10.352941176470589
RACINE,WI,52500,30464,4,3,1873,6.148240546218488
RICHLAND,WI,52510,3163,4,4,212,6.702497628833386
ROCK,WI,52520,24579,2,1,242,0.9845803328044266
RUSK,WI,52530,3084,3,3,461,14.948119325551232
SAINT CROIX,WI,52540,7682,5,4,405,5.272064566519136
SAUK,WI,52550,9782,2,2,240,2.453485994684114
SAWYER,WI,52560,3516,3,3,233,6.626848691695108
SHAWANO,WI,52570,7551,4,3,1501,19.878161832869818
SHEBOYGAN,WI,52580,18451,5,3,1427,7.733998157281448
TAYLOR,WI,52590,3271,3,3,542,16.56985631305411
TREMPEALEAU,WI,52600,5496,6,3,1189,21.63391557496361
VERNON,WI,52610,5482,5,1,2053,37.44983582634075
VILAS,WI,52620,5911,2,2,341,5.768905430553206
WALWORTH,WI,52630,14124,1,1,279,1.9753610875106202
WASHBURN,WI,52640,4687,4,3,166,3.5417111158523578
WASHINGTON,WI,52650,17534,3,3,1648,9.39888217178054
WAUKESHA,WI,52660,55997,3,2,4253,7.595049734807222
WAUPACA,WI,52670,11225,6,5,1262,11.242761692650333
WAUSHARA,WI,52680,4818,5,4,516,10.709838107098381
WINNEBAGO,WI,52690,23929,6,6,3728,15.579422458105228
WOOD,WI,52700,15532,2,2,2296,14.782384754056142
BARBOUR,WV,51000,3115,1,1,163,5.232744783306581
BERKELEY,WV,51010,13024,1,0,11,0.08445945945945946
BOONE,WV,51020,5190,2,2,609,11.734104046242775
BRAXTON,WV,51030,2884,1,1,57,1.9764216366158114
BROOKE,WV,51040,4495,4,4,1289,28.67630700778643
CABELL,WV,51050,21202,3,1,436,2.056409772662956
CALHOUN,WV,51060,1668,0,0,0,0
CLAY,WV,51070,2137,1,1,104,4.866635470285447
DODDRIDGE,WV,51080,1003,0,0,0,0
FAYETTE,WV,51090,10648,2,1,1221,11.46694214876033
GILMER,WV,51100,1454,1,1,16,1.1004126547455295
GRANT,WV,51110,2739,0,0,0,0
GREENBRIER,WV,51120,8151,2,1,440,5.398110661268556
HAMPSHIRE,WV,51130,3754,0,0,0,0
HANCOCK,WV,51140,7631,2,2,1239,16.2364041410038
HARDY,WV,51150,2419,0,0,0,0
HARRISON,WV,51160,14615,2,1,306,2.0937393089291825
