countyname,state,countyssa,eligibles,numberofplans1,numberofplans2,totalenrollees,totalpenetration
ANCHORAGE,AK,2020,22404,0,0,0,0
DENALI,AK,2068,0,0,0,0,0
FAIRBANKS NORTH STAR,AK,2090,5881,0,0,0,0
JUNEAU,AK,2110,3245,0,0,0,0
KENAI PENINSULA,AK,2122,0,0,0,0,0
KETCHIKAN GATEWAY,AK,2130,1537,0,0,0,0
KODIAK ISLAND,AK,2150,459,0,0,0,0
MATANUSKA SUSITNA,AK,2170,6071,0,0,0,0
PRINCE WALES KETCHIK,AK,2201,0,0,0,0,0
SITKA BOROUGH,AK,2220,961,0,0,0,0
VALDEZ CORDOVA,AK,2261,0,0,0,0,0
WRANGELL PETERSBURG,AK,2280,784,0,0,0,0
YUKON KOYUKUK,AK,2290,486,0,0,0,0
AUTAUGA,AL,1000,6883,4,2,529,7.685602208339387
BALDWIN,AL,1010,30437,5,2,2713,8.913493445477544
BARBOUR,AL,1020,4698,1,1,102,2.1711366538952745
BIBB,AL,1030,3840,3,3,590,15.364583333333334
BLOUNT,AL,1040,7191,5,3,1998,27.784730913642054
BULLOCK,AL,1050,1880,1,1,32,1.702127659574468
BUTLER,AL,1060,4228,1,0,21,0.4966887417218543
CALHOUN,AL,1070,23224,1,1,841,3.6212538753014125
CHAMBERS,AL,1080,7380,0,0,0,0
CHEROKEE,AL,1090,4477,1,1,28,0.6254188072369891
CHILTON,AL,1100,6287,4,2,1447,23.015746779067918
CHOCTAW,AL,1110,3185,0,0,0,0
CLARKE,AL,1120,5492,0,0,0,0
CLAY,AL,1130,3007,1,1,64,2.1283671433322247
CLEBURNE,AL,1140,2752,1,1,73,2.6526162790697674
COFFEE,AL,1150,8093,0,0,0,0
COLBERT,AL,1160,11375,0,0,0,0
CONECUH,AL,1170,2865,1,1,272,9.493891797556719
COOSA,AL,1180,2392,1,1,134,5.60200668896321
COVINGTON,AL,1190,8425,0,0,0,0
CRENSHAW,AL,1200,2996,1,1,17,0.5674232309746329
CULLMAN,AL,1210,14850,2,1,640,4.30976430976431
DALE,AL,1220,10774,0,0,0,0
DALLAS,AL,1230,9372,1,1,967,10.317968416559966
DE KALB,AL,1240,11741,1,0,25,0.21292905203986032
ELMORE,AL,1250,11205,4,3,919,8.20169567157519
ESCAMBIA,AL,1260,6952,1,1,36,0.5178365937859609
ETOWAH,AL,1270,20865,3,1,133,0.6374311047208243
FAYETTE,AL,1280,3535,2,2,54,1.5275813295615275
FRANKLIN,AL,1290,6525,0,0,0,0
GENEVA,AL,1300,5672,0,0,0,0
GREENE,AL,1310,1906,0,0,0,0
HALE,AL,1320,3513,0,0,0,0
HENRY,AL,1330,3421,1,1,18,0.5261619409529378
HOUSTON,AL,1340,13972,0,0,0,0
JACKSON,AL,1350,10670,0,0,0,0
JEFFERSON,AL,1360,117060,8,4,32918,28.120621903297454
LAMAR,AL,1370,3583,1,1,33,0.9210159084566006
LAUDERDALE,AL,1380,17812,0,0,0,0
LAWRENCE,AL,1390,5013,0,0,0,0
LEE,AL,1400,12988,1,1,81,0.6236526024022174
LIMESTONE,AL,1410,9879,0,0,0,0
LOWNDES,AL,1420,1975,3,3,317,16.050632911392405
MACON,AL,1430,3898,1,1,307,7.875833760903027
MADISON,AL,1440,43086,5,0,123,0.2854755605068932
MARENGO,AL,1450,3928,0,0,0,0
MARION,AL,1460,6356,2,2,228,3.5871617369414728
MARSHALL,AL,1470,17198,0,0,0,0
MOBILE,AL,1480,64016,7,2,15302,23.903399150212447
MONROE,AL,1490,4160,1,1,49,1.1778846153846154
MONTGOMERY,AL,1500,33936,6,3,3241,9.5503300330033
MORGAN,AL,1510,20178,1,0,42,0.208147487362474
PERRY,AL,1520,2128,1,1,41,1.9266917293233083
PICKENS,AL,1530,4361,0,0,0,0
PIKE,AL,1540,5433,1,0,13,0.23927848334253635
RANDOLPH,AL,1550,4494,1,0,15,0.33377837116154874
RUSSELL,AL,1560,9324,2,2,232,2.488202488202488
SAINT CLAIR,AL,1570,9931,5,3,2687,27.05669116906656
SHELBY,AL,1580,15180,7,4,4486,29.552042160737813
SUMTER,AL,1590,2768,0,0,0,0
TALLADEGA,AL,1600,15674,1,1,1887,12.039045553145336
TALLAPOOSA,AL,1610,8283,0,0,0,0
TUSCALOOSA,AL,1620,25499,6,0,210,0.8235617083022864
WALKER,AL,1630,16145,5,3,2545,15.763394239702695
WASHINGTON,AL,1640,3320,2,1,236,7.108433734939759
WILCOX,AL,1650,2692,1,1,213,7.912332838038633
WINSTON,AL,1660,5223,3,1,239,4.575914225540877
ARKANSAS,AR,4000,3965,0,0,0,0
ASHLEY,AR,4010,4394,0,0,0,0
BAXTER,AR,4020,12605,1,0,38,0.3014676715589052
BENTON,AR,4030,26899,4,1,477,1.7733001226811405
BOONE,AR,4040,8323,2,0,51,0.6127598221795025
BRADLEY,AR,4050,2468,0,0,0,0
CALHOUN,AR,4060,933,0,0,0,0
CARROLL,AR,4070,5019,1,0,21,0.41841004184100417
CHICOT,AR,4080,2727,0,0,0,0
CLARK,AR,4090,4190,2,0,28,0.6682577565632458
CLAY,AR,4100,4091,0,0,0,0
CLEBURNE,AR,4110,6348,0,0,0,0
CLEVELAND,AR,4120,1568,0,0,0,0
COLUMBIA,AR,4130,5095,0,0,0,0
CONWAY,AR,4140,5052,0,0,0,0
CRAIGHEAD,AR,4150,13327,0,0,0,0
CRAWFORD,AR,4160,9754,3,1,149,1.527578429362313
CRITTENDEN,AR,4170,6911,1,0,23,0.3328027781797135
CROSS,AR,4180,3261,0,0,0,0
DESHA,AR,4200,2614,1,0,12,0.4590665646518745
DREW,AR,4210,2879,0,0,0,0
FAULKNER,AR,4220,12090,1,0,45,0.37220843672456577
FRANKLIN,AR,4230,3528,4,2,70,1.9841269841269842
FULTON,AR,4240,3167,0,0,0,0
GARLAND,AR,4250,25148,1,0,14,0.05567043104819469
GRANT,AR,4260,2631,0,0,0,0
GREENE,AR,4270,7163,0,0,0,0
HEMPSTEAD,AR,4280,3694,0,0,0,0
HOT SPRING,AR,4290,5788,0,0,0,0
HOWARD,AR,4300,2735,0,0,0,0
INDEPENDENCE,AR,4310,6915,0,0,0,0
IZARD,AR,4320,3479,0,0,0,0
JACKSON,AR,4330,4356,0,0,0,0
JEFFERSON,AR,4340,13337,1,1,85,0.6373247356976831
JOHNSON,AR,4350,4404,2,1,47,1.0672116257947322
LAWRENCE,AR,4370,4285,0,0,0,0
LEE,AR,4380,1947,0,0,0,0
LITTLE RIVER,AR,4400,2587,0,0,0,0
LOGAN,AR,4410,4846,2,1,37,0.7635163021048287
LONOKE,AR,4420,8176,1,0,25,0.30577299412915854
MADISON,AR,4430,2881,0,0,0,0
MARION,AR,4440,3878,1,1,42,1.0830324909747293
MILLER,AR,4450,7181,0,0,0,0
MISSISSIPPI,AR,4460,8100,0,0,0,0
MONROE,AR,4470,1983,0,0,0,0
MONTGOMERY,AR,4480,1970,0,0,0,0
NEVADA,AR,4490,1937,0,0,0,0
NEWTON,AR,4500,1830,0,0,0,0
OUACHITA,AR,4510,6002,1,0,26,0.433188937020993
PERRY,AR,4520,2111,0,0,0,0
PHILLIPS,AR,4530,4565,1,0,23,0.5038335158817087
PIKE,AR,4540,2225,0,0,0,0
POINSETT,AR,4550,5027,0,0,0,0
POLK,AR,4560,4512,0,0,0,0
POPE,AR,4570,9403,0,0,0,0
PRAIRIE,AR,4580,1778,0,0,0,0
PULASKI,AR,4590,57563,3,1,367,0.6375623230199955
RANDOLPH,AR,4600,3872,0,0,0,0
SAINT FRANCIS,AR,4610,4775,1,0,22,0.4607329842931937
SALINE,AR,4620,10103,1,1,57,0.5641888547956053
SCOTT,AR,4630,2455,0,0,0,0
SEARCY,AR,4640,2177,0,0,0,0
SEBASTIAN,AR,4650,19394,6,1,334,1.7221821181808807
SEVIER,AR,4660,2514,0,0,0,0
SHARP,AR,4670,5158,1,0,13,0.2520356727413726
STONE,AR,4680,3007,0,0,0,0
UNION,AR,4690,9010,0,0,0,0
VAN BUREN,AR,4700,4313,1,0,13,0.3014143287734755
WASHINGTON,AR,4710,22504,4,1,248,1.1020263064344116
WHITE,AR,4720,13100,1,0,39,0.29770992366412213
WOODRUFF,AR,4730,1739,0,0,0,0
YELL,AR,4740,4325,0,0,0,0
APACHE,AZ,3000,8096,2,1,64,0.7905138339920948
COCHISE,AZ,3010,22303,8,5,2164,9.702730574362194
COCONINO,AZ,3020,15983,4,1,277,1.7330914096227241
GILA,AZ,3030,12673,7,4,653,5.152686814487493
GRAHAM,AZ,3040,4836,4,3,314,6.492969396195202
GREENLEE,AZ,3050,1147,1,1,31,2.7027027027027026
LA PAZ,AZ,3055,4328,5,2,140,3.234750462107209
MARICOPA,AZ,3060,436805,43,6,152826,34.987236867709846
MOHAVE,AZ,3070,42708,19,4,2627,6.1510723986138425
"NAVAJO",AZ,3080,14607,7,2,482,3.299787772985555
PIMA,AZ,3090,149289,14,4,51219,34.30862287241525
PINAL,AZ,3100,31920,12,4,9856,30.87719298245614
SANTA CRUZ,AZ,3110,5886,5,3,1672,28.406388039415564
YAVAPAI,AZ,3120,44858,14,1,1993,4.442908734228008
YUMA,AZ,3130,23200,12,1,1473,6.349137931034483
ALAMEDA,CA,5000,170559,13,4,63654,37.32080980774981
ALPINE,CA,5010,149,0,0,0,0
AMADOR,CA,5020,7786,3,1,1068,13.7169278191626
BUTTE,CA,5030,39395,5,1,629,1.5966493209798198
CALAVERAS,CA,5040,9231,4,2,681,7.377315567110823
COLUSA,CA,5050,3115,1,1,41,1.3162118780096308
CONTRA COSTA,CA,5060,131990,11,5,54909,41.60087885445867
DEL NORTE,CA,5070,4940,1,0,21,0.4251012145748988
EL DORADO,CA,5080,27194,5,1,6125,22.523350739133633
FRESNO,CA,5090,101516,7,3,20781,20.47066472280232
GLENN,CA,5100,4248,2,1,36,0.847457627118644
HUMBOLDT,CA,5110,21660,3,0,96,0.44321329639889195
IMPERIAL,CA,5120,20897,7,1,377,1.80408671101115
INYO,CA,5130,3637,1,1,23,0.6323893318669233
KERN,CA,5140,86514,11,5,27307,31.563677555077792
KINGS,CA,5150,12616,3,1,798,6.325301204819277
LAKE,CA,5160,13251,5,2,828,6.2485850124518905
LASSEN,CA,5170,4243,1,1,38,0.8955927409851521
LOS ANGELES,CA,5200,1099158,36,8,365226,33.227798005382304
MADERA,CA,5300,20470,4,2,4273,20.874450415241817
MARIN,CA,5310,38936,6,2,12996,33.37785083213478
MARIPOSA,CA,5320,3507,2,2,201,5.731394354148845
MENDOCINO,CA,5330,15682,4,1,367,2.3402627215916336
MERCED,CA,5340,23627,4,1,408,1.726837939645321
MODOC,CA,5350,1964,0,0,0,0
MONO,CA,5360,1152,1,1,14,1.2152777777777777
MONTEREY,CA,5370,45816,4,1,410,0.8948838833595251
"NAPA",CA,5380,23019,3,2,6718,29.184586645814328
NEVADA,CA,5390,18037,5,4,1974,10.944170316571492
ORANGE,CA,5400,333983,23,8,121790,36.46592790651021
PLACER,CA,5410,47415,7,4,21558,45.466624485922175
PLUMAS,CA,5420,4372,3,2,166,3.7968892955169258
RIVERSIDE,CA,5430,241623,23,6,103398,42.7931115829205
SACRAMENTO,CA,5440,174298,11,4,68762,39.45082559753985
SAN BENITO,CA,5450,5227,2,2,190,3.6349722594222307
SAN BERNARDINO,CA,5460,194264,21,9,83331,42.89575011324795
SAN DIEGO,CA,5470,368302,20,3,141742,38.48526480985713
SAN FRANCISCO,CA,5480,125493,8,4,38854,30.961089463157307
SAN JOAQUIN,CA,5490,77668,7,1,15327,19.733995982901583
SAN LUIS OBISPO,CA,5500,42102,5,1,4044,9.6052444064415
SAN MATEO,CA,5510,97981,6,4,32584,33.25542707259571
SANTA BARBARA,CA,5520,58625,7,3,10417,17.768869936034115
SANTA CLARA,CA,5530,190866,7,3,66680,34.93550449006109
SANTA CRUZ,CA,5540,30255,5,2,4023,13.296975706494795
SHASTA,CA,5550,36633,5,0,260,0.7097425818251304
SIERRA,CA,5560,698,0,0,0,0
SISKIYOU,CA,5570,10425,3,1,92,0.882494004796163
SOLANO,CA,5580,47643,7,3,16889,35.44906911823353
SONOMA,CA,5590,68048,5,3,20528,30.166940982835644
STANISLAUS,CA,5600,62909,5,2,22208,35.30178511818659
SUTTER,CA,5610,12666,3,1,308,2.4317069319437867
TEHAMA,CA,5620,10388,2,1,109,1.0492876395841355
TRINITY,CA,5630,3553,1,1,32,0.9006473402758233
TULARE,CA,5640,46298,6,2,1506,3.2528402954771263
TUOLUMNE,CA,5650,12039,4,1,568,4.717999833873245
VENTURA,CA,5660,98577,12,3,22548,22.873489759274477
YOLO,CA,5670,20464,7,5,7703,37.64171227521501
YUBA,CA,5680,8913,3,1,409,4.588802872209133
ADAMS,CO,6000,40138,9,5,17446,43.46504559270517
ALAMOSA,CO,6010,1982,2,2,170,8.577194752774975
ARAPAHOE,CO,6020,54156,10,3,18873,34.84932417460669
ARCHULETA,CO,6030,1875,1,1,136,7.253333333333333
BACA,CO,6040,1052,0,0,0,0
BENT,CO,6050,925,1,1,14,1.5135135135135136
BOULDER,CO,6060,34153,7,3,7503,21.968787515006003
BROOMFIELD,CO,6630,1198,4,0,1943,100
CHAFFEE,CO,6070,3390,1,1,211,6.224188790560472
CHEYENNE,CO,6080,333,0,0,0,0
CLEAR CREEK,CO,6090,638,3,3,241,37.774294670846395
CONEJOS,CO,6100,1533,2,2,211,13.76386170906719
COSTILLA,CO,6110,893,2,2,76,8.51063829787234
CROWLEY,CO,6120,662,1,1,22,3.323262839879154
CUSTER,CO,6130,840,1,1,39,4.642857142857143
DELTA,CO,6140,6578,2,2,1584,24.08026755852843
DENVER,CO,6150,71778,11,5,25826,35.98038396165956
DOLORES,CO,6160,408,1,1,15,3.676470588235294
DOUGLAS,CO,6170,8821,5,4,4421,50.11903412311529
EAGLE,CO,6180,1992,1,1,130,6.526104417670683
EL PASO,CO,6200,61776,8,3,9305,15.062483812483812
ELBERT,CO,6190,1679,3,3,396,23.5854675402025
FREMONT,CO,6210,8566,4,2,678,7.915012841466262
GARFIELD,CO,6220,5126,2,1,534,10.417479516191962
GILPIN,CO,6230,237,2,2,88,37.130801687763714
GRAND,CO,6240,1263,2,2,48,3.8004750593824226
GUNNISON,CO,6250,1163,0,0,0,0
HINSDALE,CO,6260,132,0,0,0,0
HUERFANO,CO,6270,1748,2,2,119,6.807780320366133
JACKSON,CO,6280,250,0,0,0,0
JEFFERSON,CO,6290,64969,11,4,29504,45.41242746540658
KIOWA,CO,6300,344,0,0,0,0
KIT CARSON,CO,6310,1305,1,1,38,2.9118773946360155
LA PLATA,CO,6330,5678,1,1,415,7.308911588587531
LAKE,CO,6320,677,1,1,29,4.283604135893649
LARIMER,CO,6340,32397,6,3,4122,12.723400314843968
LAS ANIMAS,CO,6350,3261,3,3,270,8.27966881324747
LINCOLN,CO,6360,892,1,1,15,1.6816143497757847
LOGAN,CO,6370,3543,1,1,95,2.681343494213943
MESA,CO,6380,23387,4,2,8019,34.28827981357164
MINERAL,CO,6390,153,1,1,15,9.803921568627452
MOFFAT,CO,6400,1609,1,1,17,1.0565568676196395
MONTEZUMA,CO,6410,4352,1,1,262,6.020220588235294
MONTROSE,CO,6420,6846,1,1,1481,21.63307040607654
MORGAN,CO,6430,4084,2,1,64,1.5670910871694417
OTERO,CO,6440,4210,2,2,229,5.4394299287410925
OURAY,CO,6450,555,1,1,102,18.37837837837838
PARK,CO,6460,1500,3,3,278,18.533333333333335
PHILLIPS,CO,6470,967,1,1,12,1.2409513960703207
PITKIN,CO,6480,1164,1,1,23,1.9759450171821307
PROWERS,CO,6490,2140,1,1,29,1.355140186915888
PUEBLO,CO,6500,27854,7,3,5468,19.630932720614634
RIO BLANCO,CO,6510,874,1,1,151,17.276887871853546
RIO GRANDE,CO,6520,2163,2,2,282,13.0374479889043
ROUTT,CO,6530,1528,0,0,0,0
SAGUACHE,CO,6540,893,2,2,32,3.5834266517357225
SAN JUAN,CO,6550,74,0,0,0,0
SAN MIGUEL,CO,6560,363,1,1,39,10.743801652892563
SEDGWICK,CO,6570,659,0,0,0,0
SUMMIT,CO,6580,1404,1,1,63,4.487179487179487
TELLER,CO,6590,2688,3,2,382,14.211309523809524
WASHINGTON,CO,6600,897,0,0,0,0
WELD,CO,6610,21912,7,2,2316,10.569550930996714
YUMA,CO,6620,1667,1,1,28,1.6796640671865626
FAIRFIELD,CT,7000,127678,7,1,12801,10.026002913579473
HARTFORD,CT,7010,144628,5,1,5279,3.650053931465553
LITCHFIELD,CT,7020,31029,1,0,44,0.14180282961100907
MIDDLESEX,CT,7030,25611,1,0,34,0.13275545663972513
NEW HAVEN,CT,7040,135269,6,2,11300,8.353724800212909
NEW LONDON,CT,7050,41545,2,0,46,0.11072331207124804
TOLLAND,CT,7060,17595,1,0,35,0.19892014776925263
WINDHAM,CT,7070,17344,2,1,125,0.720710332103321
DISTRICT OF COLUMBIA,DC,9000,77597,4,2,5478,7.059551271312035
KENT,DE,8000,21468,2,0,130,0.6055524501583752
NEW CASTLE,DE,8010,71811,6,1,610,0.849452033810976
SUSSEX,DE,8020,38990,3,0,118,0.3026417030007694
ALACHUA,FL,10000,29968,0,0,0,0
BAKER,FL,10010,3220,1,1,289,8.975155279503106
BAY,FL,10020,27635,1,0,11,0.03980459562149448
BRADFORD,FL,10030,3779,0,0,0,0
BREVARD,FL,10040,110823,9,4,25616,23.11433547187858
BROWARD,FL,10050,248637,35,8,106050,42.65254165711459
CALHOUN,FL,10060,2294,0,0,0,0
CHARLOTTE,FL,10070,41290,7,1,3369,8.159360620004843
CITRUS,FL,10080,40087,3,0,83,0.20704966697433083
CLAY,FL,10090,20446,2,1,196,0.958622713489191
COLLIER,FL,10100,59745,6,0,185,0.3096493430412587
COLUMBIA,FL,10110,11345,1,0,21,0.18510356985456147
DE SOTO,FL,10130,5189,0,0,0,0
DIXIE,FL,10140,3102,0,0,0,0
DUVAL,FL,10150,106738,7,2,8981,8.414060596975773
ESCAMBIA,FL,10160,50862,4,1,3123,6.140143918839212
FLAGLER,FL,10170,20064,3,2,4919,24.516547049441787
FRANKLIN,FL,10180,1922,0,0,0,0
GADSDEN,FL,10190,7739,2,2,1131,14.614291252099754
GILCHRIST,FL,10200,2760,0,0,0,0
GLADES,FL,10210,1100,1,1,46,4.181818181818182
GULF,FL,10220,2883,0,0,0,0
HAMILTON,FL,10230,2166,0,0,0,0
HARDEE,FL,10240,3583,0,0,0,0
HENDRY,FL,10250,4385,1,0,21,0.4789053591790194
HERNANDO,FL,10260,46165,9,5,12467,27.00530705079606
HIGHLANDS,FL,10270,27680,3,0,75,0.2709537572254335
HILLSBOROUGH,FL,10280,155348,16,5,39148,25.20019568967737
HOLMES,FL,10290,4003,0,0,0,0
INDIAN RIVER,FL,10300,33911,4,2,1962,5.785733242900534
JACKSON,FL,10310,9692,0,0,0,0
JEFFERSON,FL,10320,2426,3,3,351,14.468260511129431
LAFAYETTE,FL,10330,801,0,0,0,0
LAKE,FL,10340,86218,8,1,2106,2.442645387274119
LEE,FL,10350,115457,16,1,8365,7.245121560407771
LEON,FL,10360,25089,4,2,4864,19.38698234285942
LEVY,FL,10370,7804,1,0,14,0.17939518195797027
LIBERTY,FL,10380,1026,0,0,0,0
MADISON,FL,10390,3544,0,0,0,0
MANATEE,FL,10400,59059,8,3,5547,9.392302612641595
MARION,FL,10410,81640,7,1,1099,1.3461538461538463
MARTIN,FL,10420,35249,8,2,3245,9.205934920139578
MIAMI-DADE,FL,10120,347328,27,13,160716,46.272111663902706
MONROE,FL,10430,11465,2,0,70,0.6105538595726123
"NASSAU",FL,10440,10846,1,1,1178,10.86114696662364
OKALOOSA,FL,10450,28374,2,0,63,0.222034256713893
OKEECHOBEE,FL,10460,7612,3,2,679,8.920126116657908
ORANGE,FL,10470,121306,13,3,20847,17.185464857467892
OSCEOLA,FL,10480,31045,7,2,6104,19.661781285231115
PALM BEACH,FL,10490,254676,29,6,68493,26.89417141780144
PASCO,FL,10500,92419,11,5,30120,32.59070104632164
PINELLAS,FL,10510,200313,17,5,48361,24.142716648445184
POLK,FL,10520,101830,12,4,10207,10.023568692919572
PUTNAM,FL,10530,15383,2,0,44,0.28603003315348113
SAINT JOHNS,FL,10540,26725,2,1,747,2.795135640785781
SAINT LUCIE,FL,10550,48306,9,3,5680,11.758373700989525
SANTA ROSA,FL,10560,20183,2,1,1593,7.89278105336174
SARASOTA,FL,10570,111811,9,2,5517,4.934219352299863
SEMINOLE,FL,10580,45734,5,3,7685,16.8036909082958
SUMTER,FL,10590,9131,4,0,75,0.8213777242361188
SUWANNEE,FL,10600,8374,1,0,18,0.2149510389300215
TAYLOR,FL,10610,3571,0,0,0,0
UNION,FL,10620,1474,0,0,0,0
VOLUSIA,FL,10630,110013,9,2,32753,29.771936043922082
WAKULLA,FL,10640,4115,2,2,673,16.35479951397327
WALTON,FL,10650,6754,0,0,0,0
WASHINGTON,FL,10660,4170,0,0,0,0
APPLING,GA,11000,2713,1,1,20,0.7371913011426465
ATKINSON,GA,11010,1159,0,0,0,0
BACON,GA,11011,1628,0,0,0,0
BAKER,GA,11020,389,1,1,11,2.827763496143959
BALDWIN,GA,11030,6760,2,1,144,2.1301775147928996
BANKS,GA,11040,1811,2,2,37,2.0430701270016565
BARROW,GA,11050,6834,3,2,178,2.60462393912789
BARTOW,GA,11060,11279,4,2,288,2.553417856192925
BEN HILL,GA,11070,3072,0,0,0,0
BERRIEN,GA,11080,2938,0,0,0,0
BIBB,GA,11090,28147,2,1,185,0.6572636515436814
BLECKLEY,GA,11100,2021,0,0,0,0
BRANTLEY,GA,11110,2220,1,1,20,0.9009009009009009
BROOKS,GA,11120,2364,0,0,0,0
BRYAN,GA,11130,3143,1,1,33,1.0499522748965957
BULLOCH,GA,11140,6424,1,0,26,0.40473225404732255
BURKE,GA,11150,3175,1,1,135,4.251968503937008
BUTTS,GA,11160,3605,2,2,75,2.0804438280166435
CALHOUN,GA,11161,1226,0,0,0,0
CAMDEN,GA,11170,4240,2,1,48,1.1320754716981132
CANDLER,GA,11180,1681,0,0,0,0
CARROLL,GA,11190,14652,2,1,122,0.8326508326508326
CATOOSA,GA,11200,6243,3,1,81,1.2974531475252282
CHARLTON,GA,11210,1605,1,1,19,1.1838006230529594
CHATHAM,GA,11220,35181,1,1,318,0.9038969898524772
CHATTAHOOCHEE,GA,11230,465,1,1,16,3.4408602150537635
CHATTOOGA,GA,11240,4875,0,0,0,0
CHEROKEE,GA,11250,14559,3,2,1072,7.363143073013257
CLARKE,GA,11260,11808,1,1,396,3.3536585365853657
CLAY,GA,11270,600,0,0,0,0
CLAYTON,GA,11280,24963,5,2,1359,5.444057204662901
CLINCH,GA,11281,1123,0,0,0,0
COBB,GA,11290,64964,7,2,3038,4.676436180038175
COFFEE,GA,11291,5501,1,0,16,0.2908562079621887
COLQUITT,GA,11300,6754,1,0,18,0.26650873556411014
COLUMBIA,GA,11310,11350,3,0,109,0.960352422907489
COOK,GA,11311,2605,1,1,15,0.5758157389635317
COWETA,GA,11320,12007,3,2,558,4.647289081369201
CRAWFORD,GA,11330,983,1,1,44,4.476093591047813
CRISP,GA,11340,3730,1,1,20,0.5361930294906166
DADE,GA,11341,2800,0,0,0,0
DAWSON,GA,11350,2664,2,0,22,0.8258258258258259
DECATUR,GA,11360,4604,1,1,130,2.823631624674196
DEKALB,GA,11370,65121,8,3,3874,5.948925845733327
DODGE,GA,11380,3300,0,0,0,0
DOOLY,GA,11381,1798,0,0,0,0
DOUGHERTY,GA,11390,15194,1,1,467,3.073581676977754
DOUGLAS,GA,11400,10575,4,2,448,4.236406619385343
EARLY,GA,11410,2092,1,1,40,1.9120458891013383
EFFINGHAM,GA,11421,4433,2,1,63,1.4211594856756147
ELBERT,GA,11430,4245,0,0,0,0
EMANUEL,GA,11440,4096,1,1,33,0.8056640625
EVANS,GA,11441,1807,1,1,14,0.774764803541782
FANNIN,GA,11450,5034,2,1,43,0.8541914978148589
FAYETTE,GA,11451,11491,3,3,537,4.6732225219737185
FLOYD,GA,11460,16347,2,0,91,0.5566770661283416
FORSYTH,GA,11461,9564,2,2,793,8.29150982852363
FRANKLIN,GA,11462,4615,1,0,19,0.41170097508125675
FULTON,GA,11470,78706,7,3,4471,5.680634259141615
GILMER,GA,11471,4737,2,1,37,0.7810850749419463
GLYNN,GA,11490,12413,1,0,58,0.4672520744380891
GORDON,GA,11500,7187,1,0,22,0.3061082510087658
GRADY,GA,11510,3680,2,1,91,2.472826086956522
GREENE,GA,11520,3098,2,1,143,4.615881213686249
GWINNETT,GA,11530,45007,7,2,3065,6.810051769724709
HABERSHAM,GA,11540,6818,2,1,60,0.8800234672924612
HALL,GA,11550,19691,4,3,589,2.9912142603219745
HANCOCK,GA,11560,1625,0,0,0,0
HARALSON,GA,11570,4859,1,1,59,1.2142416135007204
HARRIS,GA,11580,3306,1,1,87,2.6315789473684212
HART,GA,11581,3759,1,1,20,0.5320563979781857
HEARD,GA,11590,1340,1,1,26,1.9402985074626866
HENRY,GA,11591,14753,4,2,1021,6.920626313292212
HOUSTON,GA,11600,15036,1,1,126,0.8379888268156425
IRWIN,GA,11601,1383,0,0,0,0
JACKSON,GA,11610,7543,3,1,212,2.8105528304388177
JASPER,GA,11611,1633,1,1,34,2.0820575627679117
JEFF DAVIS,GA,11612,2245,1,1,15,0.6681514476614699
JEFFERSON,GA,11620,3244,1,1,125,3.8532675709001234
JENKINS,GA,11630,1465,0,0,0,0
JOHNSON,GA,11640,1551,0,0,0,0
JONES,GA,11650,2296,2,2,114,4.965156794425087
LAMAR,GA,11651,2649,1,1,53,2.0007550018875047
LANIER,GA,11652,971,0,0,0,0
LAURENS,GA,11660,8126,1,1,62,0.7629830174747724
LEE,GA,11670,2170,1,1,43,1.9815668202764978
LIBERTY,GA,11680,3993,1,1,43,1.0768845479589282
LINCOLN,GA,11690,1486,0,0,0,0
LONG,GA,11691,783,0,0,0,0
LOWNDES,GA,11700,12604,1,0,36,0.2856236115518883
LUMPKIN,GA,11701,2898,2,1,38,1.311249137336094
MACON,GA,11710,2028,0,0,0,0
MADISON,GA,11720,4368,1,1,150,3.434065934065934
MARION,GA,11730,805,1,1,17,2.111801242236025
MCDUFFIE,GA,11702,3352,1,0,15,0.44749403341288785
MCINTOSH,GA,11703,1985,0,0,0,0
MERIWETHER,GA,11740,3625,2,1,145,4
MILLER,GA,11741,1167,1,1,43,3.684661525278492
MITCHELL,GA,11750,3568,1,1,178,4.988789237668161
MONROE,GA,11760,2973,1,1,38,1.2781701984527414
MONTGOMERY,GA,11770,1384,0,0,0,0
MORGAN,GA,11771,2688,0,0,0,0
MURRAY,GA,11772,4680,1,0,12,0.2564102564102564
MUSCOGEE,GA,11780,27544,4,1,644,2.3380772582050535
NEWTON,GA,11790,10626,3,1,175,1.6469038208168643
OCONEE,GA,11800,3202,1,1,44,1.3741411617738912
OGLETHORPE,GA,11801,1285,0,0,0,0
PAULDING,GA,11810,6714,4,2,269,4.006553470360441
PEACH,GA,11811,4463,1,1,55,1.2323549182164464
PICKENS,GA,11812,4390,2,1,54,1.2300683371298406
PIERCE,GA,11820,3073,1,1,23,0.7484542792059876
PIKE,GA,11821,2306,1,1,31,1.3443191673894188
POLK,GA,11830,7285,2,0,36,0.49416609471516815
PULASKI,GA,11831,1775,0,0,0,0
PUTNAM,GA,11832,3385,1,1,19,0.5612998522895125
QUITMAN,GA,11833,398,1,1,12,3.0150753768844223
RABUN,GA,11834,3270,1,0,11,0.3363914373088685
RANDOLPH,GA,11835,1400,1,1,46,3.2857142857142856
RICHMOND,GA,11840,28746,4,1,405,1.408891671884784
ROCKDALE,GA,11841,8724,3,2,234,2.6822558459422283
SCHLEY,GA,11842,535,0,0,0,0
